time_s,raw_roll_deg,raw_pitch_deg,filtered_roll_deg,filtered_pitch_deg,x_motor_command_mm,y_motor_command_mm,x_position_mm,y_position_mm,residual_roll_deg,residual_pitch_deg,stabilization_error_deg,stable
0.00000,0.19359,7.95760,0.14413,5.92464,-0.57653,-23.69855,-0.04804,-1.97488,0.13212,5.43092,5.43252,false
0.01000,-0.08047,7.59678,0.04419,6.66867,1.82200,-32.00000,0.10779,-4.47697,0.07114,5.54943,5.54988,false
0.02000,-0.15078,7.97289,-0.02098,7.10463,1.38738,-32.00000,0.21443,-6.77056,0.03263,5.41199,5.41209,false
0.03000,0.69671,7.95264,0.18091,7.34318,-4.76142,-32.00000,-0.20023,-8.87301,0.13085,5.12492,5.12659,false
0.04000,0.27775,8.15578,0.20540,7.54866,-1.31134,-32.00000,-0.29282,-10.80026,0.13219,4.84859,4.85039,false
0.05000,0.05477,8.06045,0.16975,7.66977,0.03390,-32.00000,-0.26559,-12.56691,0.10335,4.52804,4.52922,false
0.06000,0.20667,8.07509,0.17814,7.76181,-0.88021,-32.00000,-0.31681,-14.18633,0.09893,4.21523,4.21639,false
0.07000,-0.11442,7.88185,0.11339,7.78838,0.84140,-31.68485,-0.22029,-15.64454,0.05831,3.87724,3.87768,false
0.08000,0.35710,8.07774,0.16647,7.85140,-1.72753,-32.00000,-0.34590,-17.00749,0.08000,3.59953,3.60042,false
0.09000,0.38959,8.26985,0.21459,7.94164,-1.82069,-32.00000,-0.46880,-18.25687,0.09739,3.37743,3.37883,false
0.10000,0.79702,8.43391,0.33942,8.04715,-3.85434,-32.00000,-0.75093,-19.40213,0.15169,3.19662,3.20021,false
0.11000,0.32649,8.27172,0.33666,8.09510,-1.29142,-32.00000,-0.79597,-20.45195,0.13767,2.98211,2.98529,false
0.12000,0.74271,7.83294,0.42315,8.03926,-3.42240,-31.04022,-1.01484,-21.33431,0.16944,2.70568,2.71098,false
0.13000,0.63386,7.76081,0.46797,7.98004,-2.76818,-30.73568,-1.16095,-22.11776,0.17773,2.45060,2.45703,false
0.14000,0.38867,7.92425,0.45112,7.96818,-1.46747,-31.63564,-1.18649,-22.91091,0.15449,2.24045,2.24577,false
0.15000,0.72423,7.61532,0.50912,7.89324,-3.19652,-30.07421,-1.35399,-23.50785,0.17062,2.01628,2.02349,false
0.16000,0.61044,7.98469,0.53063,7.91266,-2.55272,-32.00000,-1.45389,-24.21553,0.16716,1.85877,1.86627,false
0.17000,0.87311,8.03174,0.60332,7.93793,-3.86713,-32.00000,-1.65499,-24.86424,0.18957,1.72187,1.73228,false
0.18000,1.00181,8.11791,0.68789,7.97613,-4.44293,-32.00000,-1.88732,-25.45889,0.21606,1.61141,1.62583,false
0.19000,0.90719,7.80925,0.73443,7.94072,-3.86844,-31.05462,-2.05241,-25.92520,0.22132,1.45942,1.47610,false
0.20000,1.00675,8.20897,0.79221,7.99764,-4.32456,-32.00000,-2.24176,-26.43143,0.23177,1.38978,1.40897,false
0.21000,1.18963,7.80127,0.87654,7.95597,-5.19269,-30.99055,-2.48767,-26.81136,0.25462,1.25313,1.27874,false
0.22000,0.85430,8.06606,0.87182,7.97933,-3.39291,-32.00000,-2.56311,-27.24374,0.23104,1.16839,1.19102,false
0.23000,1.13176,7.71800,0.92697,7.92388,-4.81098,-30.58654,-2.75043,-27.52231,0.23937,1.04330,1.07041,false
0.24000,0.96926,7.81241,0.93595,7.90023,-3.92323,-31.12788,-2.84816,-27.82277,0.22391,0.94454,0.97071,true
0.25000,1.39249,8.20851,1.03281,7.96564,-6.06862,-32.00000,-3.11653,-28.17088,0.25368,0.92292,0.95715,true
0.26000,1.47413,7.72585,1.12645,7.91476,-6.37854,-30.64149,-3.38837,-28.37676,0.27936,0.82057,0.86682,true
0.27000,1.24102,7.82069,1.15076,7.89480,-5.08922,-31.18001,-3.53011,-28.61037,0.26823,0.74221,0.78919,true
0.28000,1.38921,8.17499,1.20135,7.95425,-5.81728,-32.00000,-3.72070,-28.89284,0.27118,0.73104,0.77972,true
0.29000,1.22248,7.94569,1.20584,7.95243,-4.91299,-31.77341,-3.82006,-29.13288,0.25082,0.66921,0.71467,true
0.30000,1.57712,7.83041,1.28461,7.92654,-6.71400,-31.18836,-4.06122,-29.30417,0.26931,0.60050,0.65812,true
0.31000,1.73936,7.89124,1.38110,7.91905,-7.45412,-31.52640,-4.34396,-29.48936,0.29511,0.54671,0.62128,true
0.32000,1.30278,8.15865,1.36448,7.96989,-5.12558,-32.00000,-4.40910,-29.69858,0.26221,0.54525,0.60502,true
0.33000,1.44383,7.74178,1.38132,7.92149,-5.86199,-30.71797,-4.53017,-29.78353,0.24877,0.47561,0.53674,true
0.34000,1.94924,8.01715,1.50182,7.94179,-8.41725,-32.00000,-4.85410,-29.96823,0.28829,0.44973,0.53420,true
0.35000,1.62489,7.75919,1.52793,7.90304,-6.63398,-30.83732,-5.00242,-30.04066,0.27733,0.39288,0.48090,true
0.36000,1.76760,7.95070,1.57878,7.91316,-7.33217,-31.85485,-5.19657,-30.19184,0.27964,0.36520,0.45996,true
0.37000,1.78948,7.76446,1.62349,7.88161,-7.38805,-30.89543,-5.37919,-30.25047,0.27869,0.31899,0.42358,true
0.38000,1.85436,8.16423,1.67247,7.94157,-7.66960,-32.00000,-5.57006,-30.39627,0.27996,0.34251,0.44236,true
0.39000,1.79409,7.74086,1.69828,7.89899,-7.30919,-30.74422,-5.71499,-30.42526,0.26953,0.29267,0.39787,true
0.40000,2.18669,7.66230,1.80191,7.84877,-9.28021,-30.39069,-6.01209,-30.42238,0.29888,0.24317,0.38531,true
0.41000,1.77086,7.94711,1.79532,7.86963,-7.04953,-31.89585,-6.09854,-30.54517,0.27068,0.23334,0.35738,true
0.42000,2.15845,7.83389,1.87237,7.86205,-9.03042,-31.29652,-6.34286,-30.60778,0.28665,0.21010,0.35540,true
0.43000,1.88301,7.40708,1.87462,7.76552,-7.54366,-29.13139,-6.44293,-30.48475,0.26389,0.14433,0.30078,true
0.44000,2.15712,7.98435,1.93456,7.81195,-8.93703,-32.00000,-6.65077,-30.61102,0.27187,0.15919,0.31505,true
0.45000,2.07391,7.80023,1.96413,7.80946,-8.44784,-31.18812,-6.80053,-30.65911,0.26400,0.14468,0.30104,true
0.46000,2.58844,7.69235,2.09659,7.78461,-11.03564,-30.64149,-7.15345,-30.65765,0.30823,0.12020,0.33084,true
0.47000,2.53331,7.31560,2.18925,7.68510,-10.61023,-28.75014,-7.44152,-30.49869,0.32887,0.06043,0.33438,true
0.48000,2.28622,7.80039,2.20983,7.70956,-9.25079,-31.32748,-7.59229,-30.56775,0.31175,0.06762,0.31900,true
0.49000,2.34762,7.58550,2.23906,7.68324,-9.54098,-30.20650,-7.75468,-30.53765,0.30039,0.04883,0.30434,true
0.50000,2.28535,7.65050,2.24888,7.67629,-9.19195,-30.56624,-7.87445,-30.54003,0.28027,0.04128,0.28330,true
0.51000,2.31653,7.62642,2.26324,7.66571,-9.34000,-30.45121,-7.99658,-30.53263,0.26409,0.03255,0.26609,true
0.52000,2.61925,7.70656,2.33877,7.67438,-10.86584,-30.87086,-8.23569,-30.56081,0.27985,0.03417,0.28193,true
0.53000,2.99813,7.58299,2.47867,7.65499,-12.71268,-30.23214,-8.60877,-30.53343,0.32648,0.02163,0.32720,true
0.54000,2.62416,7.36693,2.50954,7.59387,-10.65554,-29.15310,-8.77934,-30.41840,0.31471,-0.01073,0.31489,true
0.55000,2.70019,7.67461,2.54999,7.61100,-11.00899,-30.78663,-8.96514,-30.44908,0.30871,-0.00127,0.30871,true
0.56000,2.31868,7.60885,2.50091,7.61054,-9.02208,-30.43305,-8.96988,-30.44775,0.25844,-0.00139,0.25845,true
0.57000,2.96807,7.71012,2.60003,7.63167,-12.38252,-30.94924,-9.25427,-30.48954,0.28647,0.00929,0.28662,true
0.58000,2.91968,7.43854,2.66785,7.59069,-12.02784,-29.54322,-9.48540,-30.41068,0.29650,-0.01198,0.29675,true
0.59000,2.78067,7.42367,2.69179,7.55526,-11.24590,-29.51225,-9.63211,-30.33581,0.28376,-0.02870,0.28521,true
0.60000,3.08137,7.50503,2.77445,7.54460,-12.75098,-29.96526,-9.89202,-30.30493,0.30145,-0.03163,0.30310,true
0.61000,3.08960,7.54509,2.84132,7.54470,-12.70261,-30.18090,-10.12623,-30.29459,0.30976,-0.02895,0.31111,true
0.62000,3.12019,7.21209,2.90049,7.47413,-12.78535,-28.48507,-10.34783,-30.14380,0.31353,-0.06182,0.31957,true
0.63000,3.31527,7.11065,2.98849,7.39701,-13.71411,-28.04560,-10.62835,-29.96895,0.33141,-0.09523,0.34482,true
0.64000,3.15374,7.57932,3.02356,7.43569,-12.79544,-30.51640,-10.80894,-30.01457,0.32132,-0.06795,0.32843,true
0.65000,2.92148,7.41793,3.00190,7.43192,-11.57443,-29.65232,-10.87273,-29.98438,0.28371,-0.06417,0.29088,true
0.66000,3.20595,7.06625,3.04519,7.35434,-13.04667,-27.86561,-11.05389,-29.80782,0.28172,-0.09762,0.29815,true
0.67000,3.06138,7.05807,3.04863,7.29148,-12.26320,-27.90869,-11.15467,-29.64956,0.25996,-0.12091,0.28670,true
0.68000,2.90938,7.09231,3.01908,7.24922,-11.48543,-28.15171,-11.18223,-29.52474,0.22352,-0.13197,0.25957,true
0.69000,3.36363,7.11231,3.09219,7.22017,-13.83084,-28.29971,-11.40295,-29.42265,0.24145,-0.13549,0.27687,true
0.70000,3.45041,7.19175,3.16819,7.21414,-14.19290,-28.73596,-11.63545,-29.36543,0.25933,-0.12722,0.28886,true
0.71000,3.60865,7.54833,3.26165,7.28505,-14.91567,-30.55833,-11.90880,-29.46484,0.28445,-0.08116,0.29580,true
0.72000,3.51399,7.21214,3.31519,7.26958,-14.33157,-28.76893,-12.11070,-29.40684,0.28751,-0.08213,0.29902,true
0.73000,3.59072,7.24360,3.37365,7.26407,-14.66382,-28.94603,-12.32346,-29.36844,0.29279,-0.07805,0.30301,true
0.74000,3.69234,7.16745,3.44127,7.24357,-15.11744,-28.56427,-12.55629,-29.30143,0.30220,-0.08179,0.31307,true
0.75000,3.67352,7.13193,3.49055,7.21988,-14.94775,-28.40579,-12.75558,-29.22679,0.30165,-0.08682,0.31390,true
0.76000,3.65726,7.12907,3.52592,7.20061,-14.81113,-28.41710,-12.92687,-29.15932,0.29420,-0.08922,0.30743,true
0.77000,3.79921,6.94782,3.58390,7.14698,-15.49533,-27.51518,-13.14091,-29.02231,0.29868,-0.10860,0.31781,true
0.78000,3.71507,7.02917,3.61173,7.12198,-15.00354,-27.98801,-13.29613,-28.93611,0.28770,-0.11205,0.30875,true
0.79000,3.66567,7.48299,3.62318,7.19858,-14.72159,-30.32626,-13.41492,-29.05196,0.26945,-0.06441,0.27704,true
0.80000,3.80454,7.45093,3.66166,7.25212,-15.41625,-30.07934,-13.58170,-29.13758,0.26624,-0.03227,0.26818,true
0.81000,3.83033,6.81240,3.69745,7.15882,-15.50555,-26.76933,-13.74202,-28.94022,0.26194,-0.07623,0.27281,true
0.82000,4.20381,7.09887,3.80488,7.14610,-17.36830,-28.33000,-14.04421,-28.88937,0.29383,-0.07624,0.30356,true
0.83000,3.97913,6.87862,3.84186,7.08935,-16.10683,-27.22233,-14.21609,-28.75045,0.28783,-0.09826,0.30414,true
0.84000,3.94595,6.81670,3.86394,7.03150,-15.89749,-26.96901,-14.35621,-28.60200,0.27489,-0.11900,0.29954,true
0.85000,3.98786,6.65842,3.89023,6.95234,-16.08679,-26.22620,-14.50042,-28.40401,0.26513,-0.14866,0.30396,true
0.86000,4.12373,6.98996,3.93978,6.96032,-16.74995,-28.00093,-14.68788,-28.37042,0.26781,-0.13228,0.29869,true
0.87000,4.58568,6.94982,4.07682,6.95809,-19.04819,-27.78781,-15.05124,-28.32187,0.31401,-0.12237,0.33701,true
0.88000,4.10614,7.04442,4.08304,6.97641,-16.45658,-28.27197,-15.16835,-28.31771,0.29095,-0.10302,0.30865,true
0.89000,4.58266,6.64041,4.18905,6.90512,-18.87633,-26.19465,-15.47735,-28.14079,0.31971,-0.13008,0.34516,true
0.90000,4.41234,6.73512,4.23643,6.86905,-17.89324,-26.75480,-15.67868,-28.02529,0.31676,-0.13727,0.34522,true
0.91000,4.37000,7.00704,4.26477,6.89833,-17.62589,-28.17888,-15.84094,-28.03809,0.30453,-0.11119,0.32420,true
0.92000,4.55319,6.69561,4.32596,6.85532,-18.52778,-26.56103,-16.06485,-27.91500,0.30975,-0.12343,0.33344,true
0.93000,4.45310,6.61288,4.35294,6.80388,-17.95126,-26.18673,-16.22205,-27.77098,0.29743,-0.13887,0.32825,true
0.94000,4.68432,6.56596,4.42325,6.75340,-19.09922,-26.00398,-16.46181,-27.62373,0.30780,-0.15254,0.34352,true
0.95000,4.54389,6.72997,4.44885,6.74843,-18.30733,-26.89429,-16.61561,-27.56294,0.29495,-0.14231,0.32748,true
0.96000,4.71780,6.55878,4.50591,6.70819,-19.16496,-26.02799,-16.82805,-27.43503,0.29890,-0.15057,0.33468,true
0.97000,4.40563,6.69140,4.48463,6.70463,-17.51299,-26.74726,-16.88513,-27.37772,0.26335,-0.13980,0.29816,true
0.98000,4.76992,6.40042,4.54517,6.64008,-19.39127,-25.26942,-17.09397,-27.20202,0.27167,-0.16043,0.31550,true
0.99000,4.51120,6.55266,4.53796,6.62153,-18.00770,-26.11516,-17.17012,-27.11145,0.24543,-0.15633,0.29099,true
1.00000,4.69892,6.26754,4.57211,6.54642,-18.97148,-24.68352,-17.32023,-26.90913,0.24205,-0.18086,0.30216,true
1.01000,4.75625,6.38073,4.61118,6.51127,-19.22612,-25.34195,-17.47906,-26.77853,0.24142,-0.18336,0.30316,true
1.02000,4.74483,6.55586,4.63954,6.52073,-19.12529,-26.27214,-17.61624,-26.73633,0.23548,-0.16335,0.28659,true
1.03000,4.93862,6.33040,4.70300,6.48035,-20.08114,-25.11372,-17.82165,-26.60111,0.24758,-0.16993,0.30029,true
1.04000,4.89508,6.55701,4.74375,6.49661,-19.79012,-26.31177,-17.98569,-26.57700,0.24733,-0.14764,0.28804,true
1.05000,4.86550,6.51159,4.76958,6.49979,-19.59498,-26.06272,-18.11980,-26.53414,0.23963,-0.13375,0.27443,true
1.06000,4.87562,6.41817,4.79208,6.48247,-19.61829,-25.58353,-18.24467,-26.45493,0.23091,-0.13126,0.26561,true
1.07000,5.08752,5.97921,4.85477,6.37569,-20.67276,-23.36717,-18.44701,-26.19761,0.24301,-0.17371,0.29872,true
1.08000,4.84305,6.20117,4.85228,6.33866,-19.35940,-24.61406,-18.52305,-26.06565,0.22152,-0.17775,0.28402,true
1.09000,4.70343,6.05293,4.82070,6.27804,-18.65114,-23.89964,-18.53372,-25.88515,0.18727,-0.19325,0.26910,true
1.10000,5.06014,6.23200,4.87150,6.26827,-20.50208,-24.87772,-18.69775,-25.80120,0.19706,-0.18203,0.26827,true
1.11000,5.28018,6.09211,4.95821,6.23089,-21.56709,-24.17604,-18.93686,-25.66577,0.22400,-0.18555,0.29087,true
1.12000,5.12534,6.17920,4.99367,6.21992,-20.68390,-24.66034,-19.08245,-25.58198,0.22306,-0.17557,0.28387,true
1.13000,5.43897,6.07734,5.08815,6.18967,-22.24224,-24.15363,-19.34576,-25.46295,0.25171,-0.17607,0.30718,true
1.14000,5.27202,5.99329,5.12717,6.14800,-21.28890,-23.75867,-19.50769,-25.32093,0.25024,-0.18223,0.30956,true
1.15000,5.39816,5.68361,5.18466,6.04947,-21.88862,-22.22722,-19.70610,-25.06312,0.25814,-0.21631,0.33679,true
1.16000,5.57466,6.06300,5.26741,6.05234,-22.72460,-24.26678,-19.95764,-24.99676,0.27800,-0.19685,0.34064,true
1.17000,5.58289,6.37283,5.33435,6.12034,-22.67613,-25.84136,-20.18418,-25.06714,0.28830,-0.14644,0.32336,true
1.18000,5.53768,6.01415,5.37749,6.09781,-22.37280,-23.94062,-20.36657,-24.97326,0.28585,-0.14551,0.32075,true
1.19000,5.28694,5.94783,5.35828,6.06599,-21.04886,-23.62751,-20.42343,-24.86112,0.25242,-0.14929,0.29327,true
1.20000,5.68844,6.00970,5.42833,6.05405,-23.11437,-23.97732,-20.64767,-24.78747,0.26641,-0.14282,0.30228,true
1.21000,5.40255,5.96149,5.42286,6.03441,-21.58204,-23.74487,-20.72554,-24.70058,0.24148,-0.14074,0.27950,true
1.22000,5.31681,5.66733,5.40036,5.95652,-21.15141,-22.26839,-20.76103,-24.49790,0.21010,-0.16795,0.26898,true
1.23000,5.58537,5.72305,5.43961,5.90699,-22.54355,-22.63720,-20.90957,-24.34284,0.21222,-0.17873,0.27745,true
1.24000,5.72238,5.57384,5.49961,5.83630,-23.19836,-21.93149,-21.10030,-24.14190,0.22453,-0.19917,0.30014,true
1.25000,5.46247,5.50332,5.49173,5.76565,-21.80932,-21.64959,-21.15939,-23.93421,0.20188,-0.21790,0.29705,true
1.26000,5.67212,5.55233,5.53000,5.72039,-22.88551,-21.97633,-21.30323,-23.77105,0.20420,-0.22237,0.30190,true
1.27000,5.75159,5.64276,5.57702,5.70392,-23.24838,-22.48625,-21.46533,-23.66398,0.21069,-0.21208,0.29894,true
1.28000,5.67334,5.39671,5.59746,5.63874,-22.79856,-21.25130,-21.57643,-23.46293,0.20335,-0.22700,0.30476,true
1.29000,5.55961,5.67419,5.58943,5.64626,-22.19710,-22.73548,-21.62815,-23.40231,0.18239,-0.20432,0.27388,true
1.30000,5.74721,5.71219,5.62290,5.66025,-23.16117,-22.92077,-21.75590,-23.36218,0.18393,-0.18030,0.25756,true
1.31000,5.89549,5.46011,5.68074,5.61778,-23.87968,-21.62185,-21.93289,-23.21715,0.19752,-0.18650,0.27166,true
1.32000,5.93891,5.53539,5.73552,5.60030,-24.03762,-22.05157,-22.10828,-23.12002,0.20845,-0.17970,0.27522,true
1.33000,5.70384,4.98504,5.72880,5.46976,-22.78076,-19.26816,-22.16432,-22.79903,0.18772,-0.23000,0.29688,true
1.34000,5.82070,5.64212,5.74830,5.50633,-23.38318,-22.75674,-22.26589,-22.79551,0.18182,-0.19255,0.26483,true
1.35000,5.92088,5.18986,5.78491,5.43918,-23.87202,-20.41379,-22.39974,-22.59703,0.18498,-0.21008,0.27991,true
1.36000,6.15082,5.53471,5.86255,5.45945,-25.00293,-22.24318,-22.61667,-22.56754,0.20838,-0.18243,0.27696,true
1.37000,6.07086,5.75744,5.90675,5.52268,-24.51096,-23.35523,-22.77453,-22.63318,0.21312,-0.13562,0.25261,true
1.38000,6.17202,5.01888,5.96303,5.41578,-24.97781,-19.52526,-22.95813,-22.37419,0.22350,-0.17776,0.28557,true
1.39000,6.17486,5.34120,6.00798,5.39996,-24.93080,-21.28334,-23.12252,-22.28329,0.22735,-0.17086,0.28440,true
1.40000,6.18859,4.87568,6.04630,5.28872,-24.95163,-18.93009,-23.27495,-22.00385,0.22756,-0.21224,0.31118,true
1.41000,6.09081,5.18954,6.05574,5.26768,-24.41186,-20.64983,-23.36969,-21.89102,0.21332,-0.20508,0.29591,true
1.42000,6.58851,5.14974,6.16878,5.24265,-26.93594,-20.47015,-23.66688,-21.77261,0.25206,-0.20050,0.32208,true
1.43000,6.33775,5.04424,6.20463,5.20055,-25.53555,-19.96025,-23.82260,-21.62158,0.24898,-0.20484,0.32242,true
1.44000,6.08130,5.08074,6.17847,5.17513,-24.19049,-20.19210,-23.85326,-21.50246,0.21515,-0.20048,0.29408,true
1.45000,6.49148,5.04475,6.24488,5.14747,-26.30780,-20.03659,-24.05780,-21.38030,0.23043,-0.19761,0.30356,true
1.46000,6.41987,5.05019,6.28201,5.12683,-25.87061,-20.09451,-24.20887,-21.27315,0.22979,-0.19146,0.29910,true
1.47000,6.50568,4.90595,6.32947,5.07996,-26.26702,-19.38255,-24.38038,-21.11560,0.23437,-0.19894,0.30742,true
1.48000,6.47223,4.59031,6.35976,4.97607,-26.04485,-17.82643,-24.51909,-20.84151,0.22999,-0.23431,0.32832,true
1.49000,6.41594,4.72877,6.37168,4.92360,-25.72512,-18.64497,-24.61959,-20.65846,0.21678,-0.24102,0.32416,true
1.50000,6.94425,4.75253,6.49316,4.88730,-28.40237,-18.82327,-24.93482,-20.50553,0.25946,-0.23908,0.35281,true
1.51000,6.58354,4.34688,6.51234,4.77264,-26.43287,-16.79726,-25.05966,-20.19651,0.24742,-0.27649,0.37103,true
1.52000,6.24229,4.77027,6.45504,4.77214,-24.67421,-19.07849,-25.02754,-20.10334,0.19816,-0.25370,0.32191,true
1.53000,6.48061,4.76057,6.46047,4.76968,-25.95037,-19.02965,-25.10444,-20.01386,0.18436,-0.23378,0.29773,true
1.54000,6.78940,4.46164,6.53026,4.70432,-27.51687,-17.51011,-25.30548,-19.80522,0.20389,-0.24698,0.32027,true
1.55000,6.85159,4.88772,6.59844,4.74324,-27.75732,-19.75119,-25.50980,-19.80072,0.22099,-0.20694,0.30276,true
1.56000,6.65277,4.40895,6.60997,4.67231,-26.67042,-17.27069,-25.60652,-19.58988,0.20834,-0.22516,0.30676,true
1.57000,6.56107,4.40053,6.59959,4.61464,-26.19088,-17.30528,-25.65521,-19.39950,0.18579,-0.23523,0.29975,true
1.58000,6.48050,4.30451,6.57432,4.54884,-25.79193,-16.87931,-25.66661,-19.18948,0.15767,-0.24853,0.29433,true
1.59000,6.63055,4.74348,6.58625,4.59014,-26.58361,-19.18651,-25.74302,-19.18923,0.15050,-0.20717,0.25606,true
1.60000,6.74213,4.47899,6.61933,4.56656,-27.13877,-17.79456,-25.85934,-19.07301,0.15449,-0.20170,0.25407,true
1.61000,7.04575,4.13869,6.70980,4.47577,-28.64875,-16.08744,-26.09179,-18.82421,0.18686,-0.23028,0.29655,true
1.62000,6.69005,4.36216,6.70561,4.45167,-26.73863,-17.32455,-26.14569,-18.69924,0.16919,-0.22314,0.28003,true
1.63000,6.93712,4.08149,6.75473,4.37312,-28.00134,-15.92165,-26.30033,-18.46778,0.17965,-0.24382,0.30286,true
1.64000,6.81962,4.08430,6.76850,4.31184,-27.34935,-16.02174,-26.38775,-18.26394,0.17156,-0.25414,0.30663,true
1.65000,7.02787,3.79896,6.82353,4.20302,-28.39477,-14.63566,-26.55500,-17.96158,0.18478,-0.28737,0.34166,true
1.66000,7.17695,3.83638,6.89852,4.12523,-29.09381,-14.94507,-26.76657,-17.71021,0.20688,-0.30232,0.36633,true
1.67000,6.82830,3.75894,6.88362,4.04751,-27.23651,-14.63569,-26.80573,-17.45400,0.18219,-0.31599,0.36475,true
1.68000,7.15203,3.97801,6.94057,4.03276,-28.90128,-15.83613,-26.98036,-17.31917,0.19548,-0.29703,0.35558,true
1.69000,7.11500,3.97044,6.97758,4.01954,-28.65052,-15.81369,-27.11954,-17.19372,0.19770,-0.27889,0.34185,true
1.70000,7.01766,4.02406,6.98608,4.02050,-28.11442,-16.10118,-27.20244,-17.10267,0.18547,-0.25517,0.31545,true
1.71000,7.02367,3.42628,6.99406,3.89442,-28.13573,-13.05610,-27.28022,-16.76546,0.17400,-0.29694,0.34417,true
1.72000,7.26286,4.02337,7.05109,3.92178,-29.34503,-16.23432,-27.45228,-16.72120,0.18802,-0.25852,0.31966,true
1.73000,7.12321,3.54325,7.06639,3.84147,-28.57161,-13.75956,-27.54556,-16.47439,0.18000,-0.27713,0.33046,true
1.74000,7.01396,3.86797,7.05527,3.84709,-27.99857,-15.50083,-27.58331,-16.39326,0.15944,-0.25123,0.29755,true
1.75000,6.87650,3.59682,7.01734,3.79399,-27.31075,-14.11393,-27.56060,-16.20332,0.12719,-0.25684,0.28661,true
1.76000,7.17502,3.56880,7.05079,3.74621,-28.87230,-14.02925,-27.66991,-16.02215,0.13332,-0.25933,0.29159,true
1.77000,7.42577,3.77776,7.13036,3.75290,-30.11263,-15.14550,-27.87347,-15.94909,0.16199,-0.23437,0.28490,true
1.78000,7.33401,3.33519,7.17357,3.66427,-29.55848,-12.88453,-28.01389,-15.69371,0.17009,-0.25915,0.30999,true
1.79000,7.27926,3.44818,7.19599,3.61842,-29.23248,-13.55670,-28.11543,-15.51563,0.16713,-0.26048,0.30949,true
1.80000,7.04047,3.36316,7.16299,3.56426,-27.99202,-13.17384,-28.10515,-15.32048,0.13671,-0.26586,0.29894,true
1.81000,7.19974,3.02330,7.17079,3.44948,-28.83910,-11.50235,-28.16631,-15.00230,0.12921,-0.30109,0.32765,true
1.82000,6.93162,3.57025,7.12004,3.47511,-27.46525,-14.41290,-28.10789,-14.95318,0.09307,-0.26319,0.27916,true
1.83000,7.46812,3.06505,7.19390,3.38810,-30.25265,-11.81233,-28.28662,-14.69145,0.12224,-0.28476,0.30989,true
1.84000,7.11133,3.15293,7.17638,3.33821,-28.35514,-12.35486,-28.29233,-14.49673,0.10330,-0.28598,0.30406,true
1.85000,7.60161,3.47174,7.26660,3.36654,-30.87088,-14.03281,-28.50721,-14.45807,0.13980,-0.24798,0.28467,true
1.86000,7.20155,3.20385,7.25280,3.33202,-28.73515,-12.63771,-28.52621,-14.30637,0.12125,-0.24457,0.27298,true
1.87000,7.23093,3.07409,7.24816,3.27729,-28.89983,-12.01464,-28.55734,-14.11540,0.10882,-0.25156,0.27409,true
1.88000,7.58333,2.88760,7.31927,3.19461,-30.69940,-11.12477,-28.73585,-13.86618,0.13531,-0.27193,0.30374,true
1.89000,7.31522,3.20606,7.31841,3.19704,-29.25645,-12.83675,-28.77923,-13.78039,0.12361,-0.24806,0.27715,true
1.90000,7.54129,2.56760,7.36570,3.06349,-30.40859,-9.58292,-28.91501,-13.43060,0.13695,-0.29416,0.32448,true
1.91000,7.69276,3.04272,7.43510,3.05908,-31.12826,-12.14820,-29.09945,-13.32373,0.16023,-0.27185,0.31556,true
1.92000,7.48734,2.90535,7.44618,3.02646,-30.00642,-11.45349,-29.17503,-13.16788,0.15242,-0.26551,0.30615,true
1.93000,7.61001,3.12601,7.48094,3.04758,-30.61898,-12.61277,-29.29536,-13.12162,0.15710,-0.23282,0.28087,true
1.94000,7.26364,2.60830,7.43484,2.95438,-28.81722,-9.95341,-29.25551,-12.85760,0.12096,-0.26002,0.28678,true
1.95000,7.22815,2.44615,7.39098,2.84655,-28.68685,-9.22950,-29.20812,-12.55526,0.08895,-0.29227,0.30551,true
1.96000,7.43935,2.50384,7.40124,2.77383,-29.81023,-9.64105,-29.25830,-12.31241,0.08667,-0.30427,0.31637,true
1.97000,7.50969,2.87617,7.42425,2.79555,-30.15721,-11.61646,-29.33321,-12.25441,0.09095,-0.26806,0.28307,true
1.98000,7.30439,2.75021,7.39882,2.78593,-29.08664,-10.95132,-29.31266,-12.14582,0.07066,-0.25053,0.26030,true
1.99000,7.24934,2.51194,7.36711,2.72779,-28.83409,-9.74851,-29.27278,-11.94605,0.04891,-0.25872,0.26330,true
2.00000,7.77896,2.73792,7.45449,2.72994,-31.56567,-10.96274,-29.46385,-11.86411,0.08853,-0.23608,0.25214,true
2.01000,7.74188,2.28821,7.51547,2.63622,-31.28141,-8.67037,-29.61532,-11.59796,0.11164,-0.26327,0.28596,true
2.02000,7.21708,2.37176,7.45216,2.58011,-28.54242,-9.19820,-29.52591,-11.39798,0.07068,-0.26939,0.27851,true
2.03000,7.64044,2.34533,7.49211,2.53029,-30.76741,-9.12489,-29.62937,-11.20856,0.08476,-0.27185,0.28476,true
2.04000,7.62776,2.24048,7.52089,2.46880,-30.65920,-8.64538,-29.71519,-10.99496,0.09209,-0.27994,0.29470,true
2.05000,7.78743,2.63923,7.57744,2.50496,-31.44084,-10.74307,-29.85899,-10.97397,0.11269,-0.23853,0.26381,true
2.06000,7.53498,2.30920,7.56843,2.46343,-30.09354,-9.02299,-29.87854,-10.81139,0.09880,-0.23942,0.25900,true
2.07000,7.48890,2.04992,7.55156,2.37569,-29.86873,-7.74804,-29.87772,-10.55611,0.08213,-0.26334,0.27585,true
