time_s,target_azimuth_deg,target_elevation_deg,huskylens_x_center_px,huskylens_y_center_px,pixel_error_x_px,pixel_error_y_px,azimuth_direction_error_deg,elevation_direction_error_deg,filtered_azimuth_error_deg,filtered_elevation_error_deg,commanded_azimuth_deg,commanded_elevation_deg,azimuth_deg,elevation_deg,azimuth_speed_dps,elevation_speed_dps,boresight_error_deg,locked,camera_detected,human_detected,laser_enabled
120.92000,120.09634,29.93946,160.61827,119.18630,0.61827,-0.81370,0.10612,-0.14220,0.02020,-0.06557,120.01028,30.01629,119.99008,30.08186,0.00000,0.00000,0.06861,true,true,false,true
120.93000,119.93313,30.17295,159.66868,120.52053,-0.33132,0.52053,-0.05690,0.09101,0.00384,-0.03235,119.99392,30.04951,119.99008,30.08186,0.00000,0.00000,0.03258,true,true,false,true
120.94000,120.01247,30.02413,160.13030,119.67013,0.13030,-0.32987,0.02238,-0.05770,0.00778,-0.03773,119.99785,30.04413,119.99008,30.08186,0.00000,0.00000,0.03852,true,true,false,true
120.95000,119.92921,30.20361,159.64588,120.69573,-0.35412,0.69573,-0.06079,0.12161,-0.00677,-0.00392,119.98330,30.07794,119.99008,30.08186,0.00000,0.00000,0.00782,true,true,false,true
120.96000,120.02174,29.97666,160.18423,119.39887,0.18423,-0.60113,0.03163,-0.10509,0.00138,-0.02539,119.99145,30.05647,119.99008,30.08186,0.00000,0.00000,0.02542,true,true,false,true
120.97000,119.90216,29.89665,159.48849,118.94167,-0.51151,-1.05833,-0.08776,-0.18488,-0.01754,-0.05923,119.97254,30.02263,119.99008,30.08186,0.00000,0.00000,0.06177,true,true,false,true
120.98000,119.87268,30.02664,159.31697,119.68447,-0.68303,-0.31553,-0.11729,-0.05517,-0.03870,-0.05837,119.95137,30.02349,119.99008,30.08186,0.00000,0.00000,0.07003,true,true,false,true
120.99000,119.95617,30.03877,159.80273,119.75378,-0.19727,-0.24622,-0.03389,-0.04307,-0.03768,-0.05512,119.95239,30.02674,119.99008,30.08186,0.00000,0.00000,0.06677,true,true,false,true
121.00000,120.04219,29.93898,160.30321,119.18355,0.30321,-0.81645,0.05204,-0.14268,-0.01864,-0.07370,119.97143,30.00816,119.99008,30.08186,0.00000,0.00000,0.07602,true,true,false,true
121.01000,119.88484,29.94060,159.38772,119.19281,-0.61228,-0.80719,-0.10509,-0.14107,-0.03699,-0.08799,119.95309,29.99386,119.99008,30.07306,0.00000,-0.87993,0.08741,true,true,false,true
121.02000,119.96269,29.94645,159.84067,119.27652,-0.15933,-0.72348,-0.02735,-0.12646,-0.03494,-0.09615,119.95513,29.97690,119.99008,30.06344,0.00000,-0.96154,0.09333,true,true,false,true
121.03000,120.15331,30.14128,160.94973,120.44478,0.94973,0.44478,0.16304,0.07774,0.00707,-0.05926,119.99714,30.00419,119.99008,30.06344,0.00000,0.00000,0.05968,true,true,false,true
121.04000,119.79518,30.06657,158.86607,120.01787,-1.13393,0.01787,-0.19462,0.00312,-0.03573,-0.04602,119.95435,30.01742,119.99008,30.06344,0.00000,0.00000,0.05826,true,true,false,true
121.05000,119.74346,30.01052,158.56515,119.69758,-1.43485,-0.30242,-0.24617,-0.05283,-0.08038,-0.04747,119.90970,30.01598,119.99008,30.06344,0.00000,0.00000,0.09335,true,true,false,true
121.06000,119.93097,30.05346,159.65612,119.94295,-0.34388,-0.05705,-0.05908,-0.00998,-0.07586,-0.03951,119.91422,30.02393,119.99008,30.06344,0.00000,0.00000,0.08553,true,true,false,true
121.07000,119.98558,30.18445,159.97385,120.69147,-0.02615,0.69147,-0.00449,0.12087,-0.06072,-0.00548,119.92936,30.05796,119.99008,30.06344,0.00000,0.00000,0.06096,true,true,false,true
121.08000,120.00883,30.08644,160.10912,120.13141,0.10912,0.13141,0.01875,0.02299,-0.04386,0.00056,119.94622,30.06400,119.99008,30.06344,0.00000,0.00000,0.04386,true,true,false,true
121.09000,119.99649,30.01823,160.03732,119.74164,0.03732,-0.25836,0.00641,-0.04519,-0.03319,-0.00915,119.95689,30.05429,119.99008,30.06344,0.00000,0.00000,0.03443,true,true,false,true
121.10000,119.91720,30.08202,159.57600,120.10615,-0.42400,0.10615,-0.07284,0.01857,-0.04160,-0.00327,119.94847,30.06017,119.99008,30.06344,0.00000,0.00000,0.04173,true,true,false,true
121.11000,119.91214,30.04497,159.54656,119.89444,-0.45344,-0.10556,-0.07789,-0.01846,-0.04930,-0.00649,119.94077,30.05695,119.99008,30.06344,0.00000,0.00000,0.04973,true,true,false,true
121.12000,120.01773,30.01956,160.16090,119.74924,0.16090,-0.25076,0.02764,-0.04386,-0.03298,-0.01442,119.95710,30.04902,119.99008,30.06344,0.00000,0.00000,0.03599,true,true,false,true
121.13000,119.89083,30.10327,159.42257,120.22758,-0.57743,0.22758,-0.09917,0.03980,-0.04702,-0.00292,119.94305,30.06053,119.99008,30.06344,0.00000,0.00000,0.04711,true,true,false,true
121.14000,119.97331,30.21222,159.90246,120.85015,-0.09754,0.85015,-0.01674,0.14857,-0.04060,0.02922,119.94948,30.09267,119.99008,30.06344,0.00000,0.00000,0.05002,true,true,false,true
121.15000,120.00933,30.08001,160.11203,120.09467,0.11203,0.09467,0.01925,0.01656,-0.02790,0.02654,119.96218,30.08998,119.99008,30.06344,0.00000,0.00000,0.03850,true,true,false,true
121.16000,119.93849,30.05143,159.69987,119.93135,-0.30013,-0.06865,-0.05157,-0.01201,-0.03292,0.01836,119.95716,30.08180,119.99008,30.06344,0.00000,0.00000,0.03769,true,true,false,true
121.17000,120.00102,30.05746,160.06368,119.96581,0.06368,-0.03419,0.01094,-0.00598,-0.02361,0.01319,119.96646,30.07664,119.99008,30.06344,0.00000,0.00000,0.02705,true,true,false,true
121.18000,119.98866,30.12459,159.99177,120.34941,-0.00823,0.34941,-0.00141,0.06111,-0.01890,0.02336,119.97117,30.08680,119.99008,30.06344,0.00000,0.00000,0.03005,true,true,false,true
121.19000,119.98466,29.92460,159.96849,119.20661,-0.03151,-0.79339,-0.00541,-0.13866,-0.01604,-0.01102,119.97404,30.05243,119.99008,30.06344,0.00000,0.00000,0.01946,true,true,false,true
121.20000,119.93641,30.11009,159.68777,120.26655,-0.31223,0.26655,-0.05364,0.04663,-0.02402,0.00121,119.96606,30.06466,119.99008,30.06344,0.00000,0.00000,0.02405,true,true,false,true
121.21000,119.97359,30.02546,159.90409,119.78295,-0.09591,-0.21705,-0.01648,-0.03797,-0.02242,-0.00710,119.96766,30.05634,119.99008,30.06344,0.00000,0.00000,0.02352,true,true,false,true
121.22000,119.98188,30.01145,159.95232,119.70290,-0.04768,-0.29710,-0.00819,-0.05197,-0.01940,-0.01662,119.97068,30.04682,119.99008,30.06344,0.00000,0.00000,0.02554,true,true,false,true
121.23000,119.88431,30.11935,159.38464,120.31947,-0.61536,0.31947,-0.10568,0.05586,-0.03771,-0.00124,119.95237,30.06220,119.99008,30.06344,0.00000,0.00000,0.03773,true,true,false,true
121.24000,119.92048,30.05997,159.59508,119.98015,-0.40492,-0.01985,-0.06956,-0.00347,-0.04447,-0.00171,119.94561,30.06173,119.99008,30.06344,0.00000,0.00000,0.04450,true,true,false,true
121.25000,119.94133,30.08711,159.71639,120.13524,-0.28361,0.13524,-0.04873,0.02366,-0.04537,0.00367,119.94471,30.06711,119.99008,30.06344,0.00000,0.00000,0.04552,true,true,false,true
121.26000,119.95981,30.05006,159.82391,119.92353,-0.17609,-0.07647,-0.03026,-0.01338,-0.04216,0.00005,119.94791,30.06350,119.99008,30.06344,0.00000,0.00000,0.04216,true,true,false,true
121.27000,119.93341,30.13434,159.67031,120.40513,-0.32969,0.40513,-0.05663,0.07085,-0.04523,0.01507,119.94484,30.07852,119.99008,30.06344,0.00000,0.00000,0.04768,true,true,false,true
121.28000,119.97246,30.07796,159.89751,120.08295,-0.10249,0.08295,-0.01761,0.01451,-0.03937,0.01496,119.95070,30.07840,119.99008,30.06344,0.00000,0.00000,0.04212,true,true,false,true
121.29000,119.95595,29.96379,159.80145,119.43055,-0.19855,-0.56945,-0.03409,-0.09956,-0.03825,-0.00934,119.95182,30.05410,119.99008,30.06344,0.00000,0.00000,0.03938,true,true,false,true
121.30000,120.01460,30.12100,160.14269,120.32890,0.14269,0.32890,0.02451,0.05753,-0.02493,0.00485,119.96514,30.06829,119.99008,30.06344,0.00000,0.00000,0.02540,true,true,false,true
121.31000,120.03087,30.25325,160.23735,121.08461,0.23735,1.08461,0.04072,0.18946,-0.01100,0.04402,119.97907,30.10746,119.99008,30.06344,0.00000,0.00000,0.04537,true,true,false,true
121.32000,119.79632,29.98583,158.87270,119.55650,-1.12730,-0.44350,-0.19348,-0.07750,-0.04972,0.01823,119.94035,30.08168,119.99008,30.06344,0.00000,0.00000,0.05296,true,true,false,true
121.33000,119.77640,29.99650,158.75680,119.61747,-1.24320,-0.38253,-0.21334,-0.06684,-0.08444,0.00018,119.90564,30.06363,119.99008,30.06344,0.00000,0.00000,0.08444,true,true,false,true
121.34000,119.98625,30.13016,159.97775,120.38124,-0.02225,0.38124,-0.00382,0.06667,-0.06733,0.01429,119.92274,30.07773,119.99008,30.06344,0.00000,0.00000,0.06883,true,true,false,true
121.35000,120.02317,30.07867,160.19255,120.08701,0.19255,0.08701,0.03309,0.01522,-0.04603,0.01449,119.94405,30.07793,119.99008,30.06344,0.00000,0.00000,0.04825,true,true,false,true
121.36000,120.02533,30.12071,160.20512,120.32724,0.20512,0.32724,0.03524,0.05724,-0.02878,0.02356,119.96129,30.08700,119.99008,30.06344,0.00000,0.00000,0.03720,true,true,false,true
121.37000,119.79074,30.12416,158.84023,120.34695,-1.15977,0.34695,-0.19905,0.06063,-0.06491,0.03142,119.92516,30.09487,119.99008,30.06344,0.00000,0.00000,0.07212,true,true,false,true
121.38000,119.81610,30.14497,158.98778,120.46587,-1.01222,0.46587,-0.17375,0.08142,-0.08800,0.04203,119.90207,30.10548,119.98303,30.06344,-0.70404,0.00000,0.09122,true,true,false,true
121.39000,120.01179,30.13608,160.16730,120.41507,0.16730,0.41507,0.02874,0.07259,-0.06323,0.04852,119.91980,30.11196,119.98303,30.06344,0.00000,0.00000,0.07970,true,true,false,true
121.40000,119.83924,30.04305,159.16338,119.88347,-0.83662,-0.11653,-0.14364,-0.02037,-0.08030,0.03390,119.90274,30.09734,119.98303,30.06344,0.00000,0.00000,0.08716,true,true,false,true
121.41000,120.02297,29.94693,160.23235,119.33421,0.23235,-0.66579,0.03989,-0.11638,-0.05480,0.00201,119.92824,30.06546,119.98303,30.06344,0.00000,0.00000,0.05483,true,true,false,true
121.42000,119.97463,30.11533,159.95110,120.29650,-0.04890,0.29650,-0.00840,0.05186,-0.04495,0.01259,119.93808,30.07603,119.98303,30.06344,0.00000,0.00000,0.04668,true,true,false,true
121.43000,119.91626,30.21905,159.61149,120.88918,-0.38851,0.88918,-0.06668,0.15538,-0.04956,0.04289,119.93347,30.10633,119.98303,30.06344,0.00000,0.00000,0.06554,true,true,false,true
121.44000,119.97447,29.92571,159.95017,119.21295,-0.04983,-0.78705,-0.00855,-0.13755,-0.04086,0.00460,119.94217,30.06804,119.98303,30.06344,0.00000,0.00000,0.04112,true,true,false,true
121.45000,119.92652,30.05617,159.67119,119.95844,-0.32881,-0.04156,-0.05649,-0.00727,-0.04418,0.00208,119.93886,30.06553,119.98303,30.06344,0.00000,0.00000,0.04423,true,true,false,true
121.46000,119.86562,30.02384,159.31686,119.77370,-0.68314,-0.22630,-0.11731,-0.03957,-0.05969,-0.00676,119.92334,30.05669,119.98303,30.06344,0.00000,0.00000,0.06008,true,true,false,true
121.47000,120.11401,30.01207,160.76204,119.70644,0.76204,-0.29356,0.13085,-0.05132,-0.01927,-0.01621,119.96377,30.04723,119.98303,30.06344,0.00000,0.00000,0.02518,true,true,false,true
121.48000,119.93613,29.97866,159.72710,119.51553,-0.27290,-0.48447,-0.04687,-0.08471,-0.02512,-0.03075,119.95791,30.03270,119.98303,30.06344,0.00000,0.00000,0.03970,true,true,false,true
121.49000,119.93220,30.10980,159.70423,120.26490,-0.29577,0.26490,-0.05081,0.04634,-0.03057,-0.01439,119.95246,30.04905,119.98303,30.06344,0.00000,0.00000,0.03379,true,true,false,true
121.50000,120.04806,30.02692,160.37833,119.79130,0.37833,-0.20870,0.06499,-0.03651,-0.01030,-0.01908,119.97274,30.04436,119.98303,30.06344,0.00000,0.00000,0.02168,true,true,false,true
121.51000,119.93903,29.99327,159.74397,119.59901,-0.25603,-0.40099,-0.04398,-0.07013,-0.01744,-0.02991,119.96559,30.03353,119.98303,30.06344,0.00000,0.00000,0.03463,true,true,false,true
121.52000,119.88301,30.13029,159.41804,120.38198,-0.58196,0.38198,-0.09995,0.06680,-0.03495,-0.00939,119.94809,30.05405,119.98303,30.06344,0.00000,0.00000,0.03619,true,true,false,true
121.53000,120.09910,29.99905,160.67529,119.63204,0.67529,-0.36796,0.11597,-0.06434,-0.00293,-0.02105,119.98011,30.04239,119.98303,30.06344,0.00000,0.00000,0.02125,true,true,false,true
121.54000,119.96903,30.04987,159.91852,119.92244,-0.08148,-0.07756,-0.01400,-0.01357,-0.00528,-0.01946,119.97776,30.04398,119.98303,30.06344,0.00000,0.00000,0.02017,true,true,false,true
121.55000,119.81533,30.16639,159.02426,120.58827,-0.97574,0.58827,-0.16750,0.10282,-0.03970,0.00648,119.94334,30.06992,119.98303,30.06344,0.00000,0.00000,0.04022,true,true,false,true
121.56000,119.91414,29.94845,159.59916,119.34290,-0.40084,-0.65710,-0.06882,-0.11487,-0.04588,-0.01927,119.93716,30.04418,119.98303,30.06344,0.00000,0.00000,0.04976,true,true,false,true
121.57000,119.95471,29.97303,159.83520,119.48335,-0.16480,-0.51665,-0.02830,-0.09034,-0.04215,-0.03435,119.94089,30.02910,119.98303,30.06344,0.00000,0.00000,0.05437,true,true,false,true
121.58000,119.78812,29.90028,158.86595,119.06764,-1.13405,-0.93236,-0.19461,-0.16291,-0.07450,-0.06162,119.90854,30.00182,119.98303,30.06344,0.00000,0.00000,0.09668,true,true,false,true
121.59000,119.95423,30.02377,159.83241,119.77330,-0.16759,-0.22670,-0.02879,-0.03966,-0.06480,-0.05696,119.91824,30.00648,119.98303,30.06344,0.00000,0.00000,0.08628,true,true,false,true
121.60000,119.90269,30.01850,159.53254,119.74318,-0.46746,-0.25682,-0.08030,-0.04492,-0.06809,-0.05441,119.91495,30.00904,119.98303,30.06344,0.00000,0.00000,0.08716,true,true,false,true
121.61000,119.92393,30.09629,159.65612,120.18770,-0.34388,0.18770,-0.05908,0.03283,-0.06618,-0.03590,119.91686,30.02755,119.98303,30.06344,0.00000,0.00000,0.07529,true,true,false,true
121.62000,119.91736,30.05476,159.61789,119.95038,-0.38211,-0.04962,-0.06564,-0.00868,-0.06606,-0.03012,119.91697,30.03332,119.98303,30.06344,0.00000,0.00000,0.07261,true,true,false,true
121.63000,119.99631,29.93625,160.07724,119.27318,0.07724,-0.72682,0.01326,-0.12704,-0.04923,-0.05069,119.93380,30.01276,119.98303,30.06344,0.00000,0.00000,0.07066,true,true,false,true
121.64000,120.00071,30.23730,160.10284,120.99347,0.10284,0.99347,0.01765,0.17357,-0.03504,-0.00310,119.94799,30.06034,119.98303,30.06344,0.00000,0.00000,0.03518,true,true,false,true
121.65000,119.90903,30.13702,159.56943,120.42044,-0.43057,0.42044,-0.07395,0.07353,-0.04330,0.01316,119.93974,30.07660,119.98303,30.06344,0.00000,0.00000,0.04525,true,true,false,true
121.66000,120.00951,30.01541,160.15404,119.72553,0.15404,-0.27447,0.02646,-0.04801,-0.02850,0.00018,119.95454,30.06362,119.98303,30.06344,0.00000,0.00000,0.02850,true,true,false,true
121.67000,120.00387,30.17743,160.12122,120.65135,0.12122,0.65135,0.02081,0.11386,-0.01803,0.02430,119.96500,30.08774,119.98303,30.06344,0.00000,0.00000,0.03026,true,true,false,true
121.68000,119.89562,30.19222,159.49141,120.73587,-0.50859,0.73587,-0.08731,0.12862,-0.03273,0.04643,119.95030,30.10988,119.98303,30.06344,0.00000,0.00000,0.05681,true,true,false,true
121.69000,119.92601,30.01191,159.66822,119.70553,-0.33178,-0.29447,-0.05700,-0.05151,-0.03788,0.02565,119.94515,30.08910,119.98303,30.06344,0.00000,0.00000,0.04575,true,true,false,true
121.70000,120.11545,30.03604,160.77042,119.84341,0.77042,-0.15659,0.13229,-0.02738,-0.00177,0.01440,119.98126,30.07784,119.98303,30.06344,0.00000,0.00000,0.01451,true,true,false,true
121.71000,119.93430,30.04153,159.71645,119.87478,-0.28355,-0.12522,-0.04872,-0.02191,-0.01174,0.00670,119.97130,30.07014,119.98303,30.06344,0.00000,0.00000,0.01351,true,true,false,true
121.72000,120.14738,30.12456,160.95619,120.34924,0.95619,0.34924,0.16415,0.06104,0.02558,0.01823,120.00862,30.08167,119.98303,30.06344,0.00000,0.00000,0.03141,true,true,false,true
121.73000,119.96526,30.04783,159.89658,119.91078,-0.10342,-0.08922,-0.01777,-0.01561,0.01638,0.01105,119.99942,30.07449,119.98303,30.06344,0.00000,0.00000,0.01976,true,true,false,true
121.74000,120.05879,30.09108,160.44076,120.15793,0.44076,0.15793,0.07571,0.02762,0.02897,0.01456,120.01201,30.07801,119.98303,30.06344,0.00000,0.00000,0.03243,true,true,false,true
121.75000,119.88318,30.08972,159.41903,120.15015,-0.58097,0.15015,-0.09978,0.02626,0.00165,0.01705,119.98469,30.08049,119.98303,30.06344,0.00000,0.00000,0.01713,true,true,false,true
121.76000,120.03896,29.97878,160.32538,119.51621,0.32538,-0.48379,0.05588,-0.08459,0.01316,-0.00452,119.99619,30.05892,119.98303,30.06344,0.00000,0.00000,0.01391,true,true,false,true
121.77000,119.90649,30.05710,159.55465,119.96375,-0.44535,-0.03625,-0.07650,-0.00634,-0.00586,-0.00491,119.97717,30.05854,119.98303,30.06344,0.00000,0.00000,0.00765,true,true,false,true
121.78000,120.12164,30.07734,160.80643,120.07941,0.80643,0.07941,0.13847,0.01388,0.02476,-0.00092,120.00779,30.06252,119.98303,30.06344,0.00000,0.00000,0.02478,true,true,false,true
121.79000,119.89549,30.14697,159.49065,120.47730,-0.50935,0.47730,-0.08748,0.08346,0.00095,0.01698,119.98398,30.08043,119.98303,30.06344,0.00000,0.00000,0.01701,true,true,false,true
121.80000,120.12103,30.13121,160.80288,120.38724,0.80288,0.38724,0.13786,0.06770,0.02999,0.02774,120.01303,30.09119,119.98303,30.06344,0.00000,0.00000,0.04086,true,true,false,true
121.81000,120.02418,30.03476,160.23939,119.83610,0.23939,-0.16390,0.04113,-0.02867,0.03236,0.01577,120.01539,30.07922,119.98303,30.06344,0.00000,0.00000,0.03600,true,true,false,true
121.82000,120.06817,30.12545,160.49533,120.35433,0.49533,0.35433,0.08508,0.06197,0.04355,0.02558,120.02658,30.08902,119.98303,30.06344,0.00000,0.00000,0.05050,true,true,false,true
121.83000,120.00691,30.08948,160.13891,120.14878,0.13891,0.14878,0.02387,0.02603,0.03937,0.02567,120.02240,30.08911,119.98303,30.06344,0.00000,0.00000,0.04700,true,true,false,true
121.84000,119.89624,30.04511,159.49501,119.89524,-0.50499,-0.10476,-0.08674,-0.01832,0.01261,0.01634,119.99565,30.07978,119.98303,30.06344,0.00000,0.00000,0.02064,true,true,false,true
121.85000,119.95272,30.09497,159.82362,120.18015,-0.17638,0.18015,-0.03031,0.03152,0.00351,0.01956,119.98654,30.08300,119.98303,30.06344,0.00000,0.00000,0.01987,true,true,false,true
121.86000,120.04451,30.11240,160.35767,120.27975,0.35767,0.27975,0.06145,0.04893,0.01580,0.02579,119.99883,30.08923,119.98303,30.06344,0.00000,0.00000,0.03025,true,true,false,true
121.87000,119.88913,30.07701,159.45365,120.07753,-0.54635,0.07753,-0.09384,0.01356,-0.00746,0.02320,119.97557,30.08664,119.98303,30.06344,0.00000,0.00000,0.02437,true,true,false,true
121.88000,120.03176,29.87836,160.28349,118.94238,0.28349,-1.05762,0.04864,-0.18476,0.00444,-0.02093,119.98748,30.04252,119.98303,30.06344,0.00000,0.00000,0.02139,true,true,false,true
121.89000,119.92532,30.24063,159.66421,121.01250,-0.33579,1.01250,-0.05762,0.17689,-0.00873,0.02104,119.97431,30.08449,119.98303,30.06344,0.00000,0.00000,0.02278,true,true,false,true
121.90000,120.00610,29.95126,160.13420,119.35895,0.13420,-0.64105,0.02304,-0.11206,-0.00199,-0.00720,119.98105,30.05625,119.98303,30.06344,0.00000,0.00000,0.00747,true,true,false,true
121.91000,119.84567,30.04115,159.20079,119.87261,-0.79921,-0.12739,-0.13723,-0.02227,-0.03068,-0.01040,119.95235,30.05305,119.98303,30.06344,0.00000,0.00000,0.03239,true,true,false,true
121.92000,119.93764,30.05476,159.73589,119.95038,-0.26411,-0.04962,-0.04538,-0.00868,-0.03380,-0.01003,119.94923,30.05341,119.98303,30.06344,0.00000,0.00000,0.03526,true,true,false,true
121.93000,119.86848,30.08677,159.33350,120.13330,-0.66650,0.13330,-0.11446,0.02331,-0.05091,-0.00296,119.93212,30.06049,119.98303,30.06344,0.00000,0.00000,0.05100,true,true,false,true
121.94000,120.06372,30.15453,160.46944,120.52050,0.46944,0.52050,0.08062,0.09101,-0.02301,0.01698,119.96003,30.08042,119.98303,30.06344,0.00000,0.00000,0.02859,true,true,false,true
121.95000,119.97280,30.08313,159.94045,120.11250,-0.05955,0.11250,-0.01023,0.01968,-0.02030,0.01755,119.96274,30.08100,119.98303,30.06344,0.00000,0.00000,0.02683,true,true,false,true
121.96000,119.98722,29.96045,160.02435,119.41147,0.02435,-0.58853,0.00418,-0.10289,-0.01510,-0.00800,119.96793,30.05544,119.98303,30.06344,0.00000,0.00000,0.01709,true,true,false,true
121.97000,119.97501,29.98626,159.95331,119.55895,-0.04669,-0.44105,-0.00802,-0.07713,-0.01360,-0.02267,119.96944,30.04077,119.98303,30.06344,0.00000,0.00000,0.02644,true,true,false,true
121.98000,119.85833,29.98242,159.27445,119.53701,-0.72555,-0.46299,-0.12459,-0.08095,-0.03715,-0.03503,119.94589,30.02841,119.98303,30.06344,0.00000,0.00000,0.05106,true,true,false,true
121.99000,120.04840,30.08124,160.38031,120.10170,0.38031,0.10170,0.06533,0.01779,-0.01540,-0.02383,119.96763,30.03962,119.98303,30.06344,0.00000,0.00000,0.02837,true,true,false,true
122.00000,119.95770,30.16211,159.85260,120.56381,-0.14740,0.56381,-0.02531,0.09857,-0.01751,0.00214,119.96553,30.06559,119.98303,30.06344,0.00000,0.00000,0.01764,true,true,false,true
122.01000,119.96143,30.24531,159.87430,121.03924,-0.12570,1.03924,-0.02157,0.18155,-0.01837,0.04021,119.96467,30.10365,119.98303,30.06344,0.00000,0.00000,0.04421,true,true,false,true
122.02000,119.99581,30.04849,160.07433,119.91455,0.07433,-0.08545,0.01277,-0.01495,-0.01176,0.02851,119.97127,30.09195,119.98303,30.06344,0.00000,0.00000,0.03084,true,true,false,true
122.03000,119.86412,30.03277,159.30813,119.82473,-0.69187,-0.17527,-0.11881,-0.03065,-0.03447,0.01596,119.94856,30.07940,119.98303,30.06344,0.00000,0.00000,0.03799,true,true,false,true
122.04000,119.98932,30.08840,160.03657,120.14261,0.03657,0.14261,0.00628,0.02495,-0.02583,0.01786,119.95721,30.08131,119.98303,30.06344,0.00000,0.00000,0.03140,true,true,false,true
122.05000,119.90508,30.07672,159.54645,120.07587,-0.45355,0.07587,-0.07791,0.01327,-0.03688,0.01689,119.94616,30.08033,119.98303,30.06344,0.00000,0.00000,0.04056,true,true,false,true
122.06000,119.93978,29.98549,159.74834,119.55455,-0.25166,-0.44545,-0.04322,-0.07790,-0.03822,-0.00322,119.94481,30.06022,119.98303,30.06344,0.00000,0.00000,0.03836,true,true,false,true
122.07000,120.12716,30.09407,160.83855,120.17501,0.83855,0.17501,0.14397,0.03059,0.00043,0.00395,119.98347,30.06740,119.98303,30.06344,0.00000,0.00000,0.00398,true,true,false,true
122.08000,119.98376,30.10872,160.00422,120.25873,0.00422,0.25873,0.00073,0.04526,0.00050,0.01272,119.98353,30.07616,119.98303,30.06344,0.00000,0.00000,0.01273,true,true,false,true
122.09000,120.23542,30.00009,161.46842,119.63798,1.46842,-0.36202,0.25192,-0.06324,0.05384,-0.00340,120.03688,30.06004,119.98303,30.06344,0.00000,0.00000,0.05395,true,true,false,true
122.10000,119.90450,30.04020,159.54307,119.86718,-0.45693,-0.13282,-0.07849,-0.02323,0.02576,-0.00761,120.00880,30.05584,119.98303,30.06344,0.00000,0.00000,0.02686,true,true,false,true
122.11000,119.92183,30.10887,159.64390,120.25958,-0.35610,0.25958,-0.06118,0.04541,0.00732,0.00364,119.99035,30.06708,119.98303,30.06344,0.00000,0.00000,0.00817,true,true,false,true
122.12000,119.94422,30.07245,159.77417,120.05147,-0.22583,0.05147,-0.03880,0.00900,-0.00247,0.00478,119.98057,30.06822,119.98303,30.06344,0.00000,0.00000,0.00538,true,true,false,true
122.13000,119.85653,29.91558,159.26397,119.15507,-0.73603,-0.84493,-0.12633,-0.14765,-0.02875,-0.02756,119.95429,30.03588,119.98303,30.06344,0.00000,0.00000,0.03983,true,true,false,true
122.14000,120.17882,30.03770,161.13911,119.85290,1.13911,-0.14710,0.19551,-0.02571,0.01883,-0.02717,120.00187,30.03627,119.98303,30.06344,0.00000,0.00000,0.03306,true,true,false,true
122.15000,119.95694,30.04892,159.84818,119.91701,-0.15182,-0.08299,-0.02609,-0.01452,0.00930,-0.02449,119.99234,30.03896,119.98303,30.06344,0.00000,0.00000,0.02619,true,true,false,true
122.16000,119.89903,30.08353,159.51125,120.11478,-0.48875,0.11478,-0.08395,0.02007,-0.01048,-0.01503,119.97255,30.04841,119.98303,30.06344,0.00000,0.00000,0.01833,true,true,false,true
122.17000,120.01917,29.99512,160.21024,119.60958,0.21024,-0.39042,0.03611,-0.06828,-0.00060,-0.02633,119.98244,30.03711,119.98303,30.06344,0.00000,0.00000,0.02634,true,true,false,true
122.18000,119.94431,30.20166,159.77469,120.78981,-0.22531,0.78981,-0.03867,0.13803,-0.00868,0.00855,119.97436,30.07199,119.98303,30.06344,0.00000,0.00000,0.01218,true,true,false,true
122.19000,119.85173,30.03650,159.23605,119.84604,-0.76395,-0.15396,-0.13118,-0.02692,-0.03467,0.00102,119.94837,30.06446,119.98303,30.06344,0.00000,0.00000,0.03468,true,true,false,true
122.20000,119.96190,30.03326,159.87703,119.82753,-0.12297,-0.17247,-0.02113,-0.03017,-0.03180,-0.00560,119.95124,30.05785,119.98303,30.06344,0.00000,0.00000,0.03229,true,true,false,true
122.21000,119.89608,29.96501,159.49408,119.43753,-0.50592,-0.56247,-0.08687,-0.09834,-0.04348,-0.02528,119.93955,30.03817,119.98303,30.06344,0.00000,0.00000,0.05029,true,true,false,true
122.22000,119.99824,30.10388,160.08847,120.23107,0.08847,0.23107,0.01520,0.04042,-0.03103,-0.01134,119.95200,30.05211,119.98303,30.06344,0.00000,0.00000,0.03304,true,true,false,true
122.23000,120.08629,30.10145,160.60076,120.21718,0.60076,0.21718,0.10318,0.03798,-0.00256,-0.00087,119.98048,30.06257,119.98303,30.06344,0.00000,0.00000,0.00270,true,true,false,true
122.24000,119.86969,29.98747,159.34054,119.56587,-0.65946,-0.43413,-0.11325,-0.07591,-0.02604,-0.01679,119.95699,30.04665,119.98303,30.06344,0.00000,0.00000,0.03099,true,true,false,true
122.25000,119.92194,30.01853,159.64454,119.74335,-0.35546,-0.25665,-0.06107,-0.04489,-0.03347,-0.02276,119.94956,30.04069,119.98303,30.06344,0.00000,0.00000,0.04048,true,true,false,true
122.26000,119.98816,29.95577,160.02982,119.38473,0.02982,-0.61527,0.00512,-0.10756,-0.02529,-0.04075,119.95775,30.02269,119.98303,30.06344,0.00000,0.00000,0.04796,true,true,false,true
