time_s,target_azimuth_deg,target_elevation_deg,huskylens_x_center_px,huskylens_y_center_px,pixel_error_x_px,pixel_error_y_px,azimuth_direction_error_deg,elevation_direction_error_deg,filtered_azimuth_error_deg,filtered_elevation_error_deg,commanded_azimuth_deg,commanded_elevation_deg,azimuth_deg,elevation_deg,azimuth_speed_dps,elevation_speed_dps,boresight_error_deg,locked,camera_detected,human_detected,laser_enabled
81.28000,119.97257,29.89417,159.93878,119.37819,-0.06122,-0.62181,-0.01051,-0.10870,0.02498,-0.00941,120.00807,29.99357,119.98309,30.00299,0.00000,0.00000,0.02669,true,true,false,true
81.29000,119.94512,29.98651,159.77907,119.90585,-0.22093,-0.09415,-0.03796,-0.01647,0.01162,-0.01091,119.99472,29.99208,119.98309,30.00299,0.00000,0.00000,0.01594,true,true,false,true
81.30000,119.97583,30.15355,159.95775,120.86036,-0.04225,0.86036,-0.00725,0.15035,0.00762,0.02330,119.99071,30.02629,119.98309,30.00299,0.00000,0.00000,0.02452,true,true,false,true
81.31000,120.03166,29.98295,160.28258,119.88550,0.28258,-0.11450,0.04855,-0.02003,0.01630,0.01411,119.99940,30.01710,119.98309,30.00299,0.00000,0.00000,0.02156,true,true,false,true
81.32000,120.14185,30.00371,160.92368,120.00413,0.92368,0.00413,0.15857,0.00072,0.04649,0.01127,120.02958,30.01426,119.98309,30.00299,0.00000,0.00000,0.04784,true,true,false,true
81.33000,119.96660,30.01978,159.90405,120.09596,-0.09595,0.09596,-0.01649,0.01679,0.03313,0.01244,120.01622,30.01543,119.98309,30.00299,0.00000,0.00000,0.03539,true,true,false,true
81.34000,120.05774,29.98758,160.43432,119.91196,0.43432,-0.08804,0.07461,-0.01540,0.04193,0.00653,120.02502,30.00952,119.98309,30.00299,0.00000,0.00000,0.04243,true,true,false,true
81.35000,120.01858,30.06390,160.20648,120.34808,0.20648,0.34808,0.03547,0.06088,0.04056,0.01806,120.02365,30.02105,119.98309,30.00299,0.00000,0.00000,0.04440,true,true,false,true
81.36000,119.97762,30.09547,159.96816,120.52848,-0.03184,0.52848,-0.00547,0.09240,0.03079,0.03384,120.01388,30.03682,119.98309,30.00299,0.00000,0.00000,0.04575,true,true,false,true
81.37000,120.09640,30.00318,160.65925,120.00110,0.65925,0.00110,0.11321,0.00019,0.04828,0.02670,120.03137,30.02969,119.98309,30.00299,0.00000,0.00000,0.05517,true,true,false,true
81.38000,120.05465,30.03680,160.41634,120.19322,0.41634,0.19322,0.07152,0.03380,0.05321,0.02820,120.03630,30.03119,119.98309,30.00299,0.00000,0.00000,0.06022,true,true,false,true
81.39000,120.03937,29.96595,160.32744,119.78836,0.32744,-0.21164,0.05625,-0.03702,0.05386,0.01436,120.03695,30.01735,119.98309,30.00299,0.00000,0.00000,0.05574,true,true,false,true
81.40000,120.01725,29.96460,160.19874,119.78065,0.19874,-0.21935,0.03415,-0.03837,0.04967,0.00318,120.03277,30.00616,119.98309,30.00299,0.00000,0.00000,0.04978,true,true,false,true
81.41000,120.09004,29.92447,160.62224,119.55133,0.62224,-0.44867,0.10686,-0.07846,0.06181,-0.01414,120.04490,29.98884,119.98309,30.00299,0.00000,0.00000,0.06341,true,true,false,true
81.42000,120.02264,29.96643,160.23010,119.79110,0.23010,-0.20890,0.03953,-0.03654,0.05708,-0.01890,120.04018,29.98409,119.98309,30.00299,0.00000,0.00000,0.06013,true,true,false,true
81.43000,119.93018,29.99223,159.69215,119.93853,-0.30785,-0.06147,-0.05289,-0.01075,0.03375,-0.01717,120.01684,29.98582,119.98309,30.00299,0.00000,0.00000,0.03787,true,true,false,true
81.44000,120.07058,30.02092,160.50902,120.10248,0.50902,0.10248,0.08743,0.01792,0.04514,-0.00972,120.02823,29.99326,119.98309,30.00299,0.00000,0.00000,0.04617,true,true,false,true
81.45000,120.07505,30.01976,160.53503,120.09585,0.53503,0.09585,0.09190,0.01676,0.05506,-0.00410,120.03815,29.99888,119.98309,30.00299,0.00000,0.00000,0.05521,true,true,false,true
81.46000,119.96505,29.91589,159.89503,119.50230,-0.10497,-0.49770,-0.01803,-0.08702,0.03955,-0.02170,120.02264,29.98129,119.98309,30.00299,0.00000,0.00000,0.04511,true,true,false,true
81.47000,119.96139,29.97378,159.87373,119.83310,-0.12627,-0.16690,-0.02170,-0.02920,0.02656,-0.02329,120.00965,29.97970,119.98309,30.00299,0.00000,0.00000,0.03532,true,true,false,true
81.48000,120.22963,30.02819,161.43440,120.14402,1.43440,0.14402,0.24610,0.02516,0.07314,-0.01301,120.05623,29.98998,119.98309,30.00299,0.00000,0.00000,0.07429,true,true,false,true
81.49000,120.03946,29.96315,160.32796,119.77236,0.32796,-0.22764,0.05634,-0.03982,0.06958,-0.01870,120.05267,29.98429,119.98309,30.00299,0.00000,0.00000,0.07204,true,true,false,true
81.50000,120.06608,30.03432,160.48284,120.17905,0.48284,0.17905,0.08294,0.03131,0.07241,-0.00809,120.05550,29.99490,119.98309,30.00299,0.00000,0.00000,0.07286,true,true,false,true
81.51000,120.00232,29.99795,160.11187,119.97122,0.11187,-0.02878,0.01923,-0.00504,0.06113,-0.00744,120.04422,29.99555,119.98309,30.00299,0.00000,0.00000,0.06158,true,true,false,true
81.52000,119.99133,30.06307,160.04793,120.34333,0.04793,0.34333,0.00823,0.06005,0.04990,0.00688,120.03300,30.00987,119.98309,30.00299,0.00000,0.00000,0.05038,true,true,false,true
81.53000,120.04366,30.03237,160.35240,120.16790,0.35240,0.16790,0.06054,0.02937,0.05216,0.01165,120.03525,30.01464,119.98309,30.00299,0.00000,0.00000,0.05345,true,true,false,true
81.54000,120.15310,30.06110,160.98914,120.33208,0.98914,0.33208,0.16980,0.05804,0.07712,0.02149,120.06021,30.02448,119.98309,30.00299,0.00000,0.00000,0.08006,true,true,false,true
81.55000,120.04860,30.08176,160.38114,120.45013,0.38114,0.45013,0.06546,0.07871,0.07465,0.03364,120.05774,30.03662,119.98309,30.00299,0.00000,0.00000,0.08187,true,true,false,true
81.56000,120.15090,30.10853,160.97634,120.60310,0.97634,0.60310,0.16760,0.10541,0.09437,0.04887,120.07746,30.05185,119.99064,30.00299,0.75495,0.00000,0.09963,true,true,false,true
81.57000,120.01022,29.92018,160.11391,119.52682,0.11391,-0.47318,0.01956,-0.08274,0.07850,0.02094,120.06914,30.02393,119.99064,30.00299,0.00000,0.00000,0.08124,true,true,false,true
81.58000,119.99878,29.98039,160.04735,119.87088,0.04735,-0.12912,0.00814,-0.02259,0.06357,0.01170,120.05421,30.01469,119.99064,30.00299,0.00000,0.00000,0.06464,true,true,false,true
81.59000,120.02543,29.88263,160.20241,119.31225,0.20241,-0.68775,0.03475,-0.12022,0.05745,-0.01629,120.04809,29.98670,119.99064,30.00299,0.00000,0.00000,0.05972,true,true,false,true
81.60000,119.96338,30.05803,159.84139,120.31453,-0.15861,0.31453,-0.02725,0.05501,0.03948,-0.00116,120.03012,30.00183,119.99064,30.00299,0.00000,0.00000,0.03950,true,true,false,true
81.61000,119.94503,30.09386,159.73462,120.51928,-0.26538,0.51928,-0.04557,0.09079,0.02144,0.01835,120.01208,30.02134,119.99064,30.00299,0.00000,0.00000,0.02822,true,true,false,true
81.62000,120.06494,29.89834,160.43228,119.40202,0.43228,-0.59798,0.07422,-0.10454,0.03264,-0.00772,120.02328,29.99526,119.99064,30.00299,0.00000,0.00000,0.03354,true,true,false,true
81.63000,119.96963,30.07338,159.87775,120.40225,-0.12225,0.40225,-0.02100,0.07035,0.02126,0.00884,120.01190,30.01183,119.99064,30.00299,0.00000,0.00000,0.02302,true,true,false,true
81.64000,119.95472,30.16048,159.79100,120.89996,-0.20900,0.89996,-0.03587,0.15726,0.00914,0.04033,119.99978,30.04332,119.99064,30.00299,0.00000,0.00000,0.04135,true,true,false,true
81.65000,120.02005,29.97509,160.17110,119.84059,0.17110,-0.15941,0.02940,-0.02789,0.01344,0.02586,120.00408,30.02884,119.99064,30.00299,0.00000,0.00000,0.02914,true,true,false,true
81.66000,119.97949,29.86591,159.93512,119.21670,-0.06488,-0.78330,-0.01114,-0.13690,0.00822,-0.00868,119.99886,29.99431,119.99064,30.00299,0.00000,0.00000,0.01195,true,true,false,true
81.67000,119.99085,30.02852,160.00121,120.14590,0.00121,0.14590,0.00021,0.02553,0.00652,-0.00142,119.99716,30.00157,119.99064,30.00299,0.00000,0.00000,0.00667,true,true,false,true
81.68000,120.19135,29.93665,161.16776,119.62093,1.16776,-0.37907,0.20042,-0.06624,0.04766,-0.01517,120.03830,29.98781,119.99064,30.00299,0.00000,0.00000,0.05002,true,true,false,true
81.69000,119.97667,30.03604,159.91871,120.18888,-0.08129,0.18888,-0.01397,0.03304,0.03459,-0.00494,120.02523,29.99804,119.99064,30.00299,0.00000,0.00000,0.03494,true,true,false,true
81.70000,119.95606,30.08018,159.79880,120.44110,-0.20120,0.44110,-0.03456,0.07714,0.01992,0.01247,120.01056,30.01546,119.99064,30.00299,0.00000,0.00000,0.02350,true,true,false,true
81.71000,120.11210,30.06523,160.70667,120.35568,0.70667,0.35568,0.12135,0.06219,0.04144,0.02302,120.03208,30.02601,119.99064,30.00299,0.00000,0.00000,0.04740,true,true,false,true
81.72000,120.09185,30.09698,160.58885,120.53710,0.58885,0.53710,0.10112,0.09391,0.05410,0.03806,120.04474,30.04105,119.99064,30.00299,0.00000,0.00000,0.06615,true,true,false,true
81.73000,119.93218,30.03987,159.65986,120.21076,-0.34014,0.21076,-0.05844,0.03687,0.03022,0.03781,120.02086,30.04080,119.99064,30.00299,0.00000,0.00000,0.04840,true,true,false,true
81.74000,120.08453,30.04003,160.54626,120.21168,0.54626,0.21168,0.09382,0.03702,0.04372,0.03764,120.03436,30.04063,119.99064,30.00299,0.00000,0.00000,0.05769,true,true,false,true
81.75000,120.00340,30.00863,160.07423,120.03225,0.07423,0.03225,0.01276,0.00564,0.03715,0.03085,120.02779,30.03384,119.99064,30.00299,0.00000,0.00000,0.04829,true,true,false,true
81.76000,119.97774,30.18943,159.92494,121.06539,-0.07506,1.06539,-0.01288,0.18611,0.02653,0.06379,120.01718,30.06678,119.99064,30.00299,0.00000,0.00000,0.06909,true,true,false,true
81.77000,119.96226,29.97803,159.83487,119.85739,-0.16513,-0.14261,-0.02837,-0.02495,0.01488,0.04496,120.00552,30.04795,119.99064,30.00299,0.00000,0.00000,0.04736,true,true,false,true
81.78000,120.16002,29.92260,160.98547,119.54065,0.98547,-0.45935,0.16917,-0.08029,0.04762,0.01839,120.03826,30.02138,119.99064,30.00299,0.00000,0.00000,0.05105,true,true,false,true
81.79000,120.18712,29.93363,161.14315,119.60368,1.14315,-0.39632,0.19620,-0.06926,0.07914,-0.00021,120.06979,30.00278,119.99064,30.00299,0.00000,0.00000,0.07914,true,true,false,true
81.80000,119.94310,30.08459,159.72339,120.46630,-0.27661,0.46630,-0.04750,0.08154,0.05227,0.01714,120.04291,30.02012,119.99064,30.00299,0.00000,0.00000,0.05501,true,true,false,true
81.81000,120.10938,29.92320,160.69084,119.54408,0.69084,-0.45592,0.11864,-0.07972,0.06635,-0.00341,120.05699,29.99957,119.99064,30.00299,0.00000,0.00000,0.06644,true,true,false,true
81.82000,120.07819,30.01488,160.50937,120.06796,0.50937,0.06796,0.08749,0.01189,0.07084,-0.00017,120.06148,30.00282,119.99064,30.00299,0.00000,0.00000,0.07084,true,true,false,true
81.83000,120.07640,30.11442,160.49896,120.63676,0.49896,0.63676,0.08567,0.11131,0.07398,0.02349,120.06463,30.02647,119.99064,30.00299,0.00000,0.00000,0.07762,true,true,false,true
81.84000,119.90723,30.05725,159.51470,120.31008,-0.48530,0.31008,-0.08336,0.05423,0.04060,0.03001,120.03124,30.03300,119.99064,30.00299,0.00000,0.00000,0.05049,true,true,false,true
81.85000,119.94009,29.96525,159.70588,119.78436,-0.29412,-0.21564,-0.05053,-0.03772,0.02126,0.01564,120.01191,30.01863,119.99064,30.00299,0.00000,0.00000,0.02639,true,true,false,true
81.86000,119.97954,30.03942,159.93541,120.20819,-0.06459,0.20819,-0.01110,0.03642,0.01440,0.02005,120.00504,30.02303,119.99064,30.00299,0.00000,0.00000,0.02468,true,true,false,true
81.87000,120.06780,30.06974,160.44892,120.38145,0.44892,0.38145,0.07711,0.06671,0.02770,0.02995,120.01834,30.03294,119.99064,30.00299,0.00000,0.00000,0.04080,true,true,false,true
81.88000,120.10458,30.14495,160.66291,120.81122,0.66291,0.81122,0.11378,0.14177,0.04597,0.05367,120.03661,30.05666,119.99064,30.00299,0.00000,0.00000,0.07067,true,true,false,true
81.89000,120.03426,30.05390,160.25378,120.29093,0.25378,0.29093,0.04360,0.05089,0.04546,0.05308,120.03611,30.05607,119.99064,30.00299,0.00000,0.00000,0.06989,true,true,false,true
81.90000,120.13426,29.89812,160.83560,119.40076,0.83560,-0.59924,0.14347,-0.10476,0.06626,0.01959,120.05690,30.02258,119.99064,30.00299,0.00000,0.00000,0.06910,true,true,false,true
81.91000,120.01335,30.05193,160.13212,120.27968,0.13212,0.27968,0.02270,0.04892,0.05702,0.02582,120.04766,30.02880,119.99064,30.00299,0.00000,0.00000,0.06259,true,true,false,true
81.92000,120.13104,29.97810,160.81686,119.85779,0.81686,-0.14221,0.14026,-0.02486,0.07468,0.01506,120.06532,30.01805,119.99064,30.00299,0.00000,0.00000,0.07618,true,true,false,true
81.93000,120.01141,29.94603,160.12083,119.67453,0.12083,-0.32547,0.02076,-0.05693,0.06324,-0.00021,120.05388,30.00278,119.99064,30.00299,0.00000,0.00000,0.06324,true,true,false,true
81.94000,119.96591,30.08903,159.85611,120.49168,-0.14389,0.49168,-0.02471,0.08597,0.04458,0.01808,120.03522,30.02106,119.99064,30.00299,0.00000,0.00000,0.04810,true,true,false,true
81.95000,120.16327,30.06448,161.00438,120.35139,1.00438,0.35139,0.17241,0.06142,0.07170,0.02727,120.06234,30.03026,119.99064,30.00299,0.00000,0.00000,0.07671,true,true,false,true
81.96000,120.06913,29.95487,160.45666,119.72505,0.45666,-0.27495,0.07844,-0.04809,0.07313,0.01128,120.06377,30.01427,119.99064,30.00299,0.00000,0.00000,0.07400,true,true,false,true
81.97000,120.11674,30.05087,160.73366,120.27362,0.73366,0.27362,0.12598,0.04784,0.08434,0.01904,120.07499,30.02202,119.99064,30.00299,0.00000,0.00000,0.08647,true,true,false,true
81.98000,120.03466,30.16812,160.25611,120.94362,0.25611,0.94362,0.04395,0.16487,0.07577,0.04998,120.06642,30.05297,119.99064,30.00299,0.00000,0.00000,0.09077,true,true,false,true
81.99000,120.15586,30.12488,160.96127,120.69653,0.96127,0.69653,0.16502,0.12175,0.09471,0.06521,120.08535,30.06819,119.99822,30.00299,0.75768,0.00000,0.10883,true,true,false,true
82.00000,120.15117,29.91611,160.88990,119.50356,0.88990,-0.49644,0.15278,-0.08678,0.10703,0.03296,120.10525,30.03595,120.00678,30.00299,0.85625,0.00000,0.10384,true,true,false,true
82.01000,120.09250,30.02053,160.49873,120.10025,0.49873,0.10025,0.08567,0.01753,0.10250,0.02969,120.10928,30.03267,120.01498,30.00299,0.81998,0.00000,0.09886,true,true,false,true
82.02000,120.10221,30.01907,160.50752,120.09190,0.50752,0.09190,0.08717,0.01607,0.09925,0.02680,120.11423,30.02978,120.02292,30.00299,0.79397,0.00000,0.09516,true,true,false,true
82.03000,119.99372,30.06394,159.83011,120.34830,-0.16989,0.34830,-0.02918,0.06092,0.07200,0.03404,120.09492,30.03702,120.02292,30.00299,0.00000,0.00000,0.07964,true,true,false,true
82.04000,120.03332,29.89592,160.06051,119.38819,0.06051,-0.61181,0.01039,-0.10696,0.05892,0.00412,120.08185,30.00711,120.02292,30.00299,0.00000,0.00000,0.05907,true,true,false,true
82.05000,120.07142,29.96960,160.28218,119.80922,0.28218,-0.19078,0.04848,-0.03338,0.05671,-0.00383,120.07963,29.99915,120.02292,30.00299,0.00000,0.00000,0.05684,true,true,false,true
82.06000,120.07854,30.06958,160.32360,120.38053,0.32360,0.38053,0.05558,0.06655,0.05647,0.01110,120.07939,30.01409,120.02292,30.00299,0.00000,0.00000,0.05755,true,true,false,true
82.07000,120.08133,30.09325,160.33984,120.51579,0.33984,0.51579,0.05836,0.09019,0.05687,0.02788,120.07979,30.03087,120.02292,30.00299,0.00000,0.00000,0.06334,true,true,false,true
82.08000,120.11864,30.17517,160.55691,120.98390,0.55691,0.98390,0.09556,0.17190,0.06508,0.05844,120.08800,30.06142,120.02292,30.00299,0.00000,0.00000,0.08747,true,true,false,true
82.09000,120.12608,30.01223,160.60020,120.05282,0.60020,0.05282,0.10308,0.00924,0.07314,0.04800,120.09606,30.05099,120.02292,30.00299,0.00000,0.00000,0.08749,true,true,false,true
82.10000,120.04091,30.03785,160.10467,120.19922,0.10467,0.19922,0.01798,0.03485,0.06144,0.04521,120.08436,30.04820,120.02292,30.00299,0.00000,0.00000,0.07628,true,true,false,true
82.11000,120.02204,30.06220,159.99488,120.33836,-0.00512,0.33836,-0.00088,0.05918,0.04822,0.04817,120.07114,30.05116,120.02292,30.00299,0.00000,0.00000,0.06816,true,true,false,true
82.12000,120.19383,30.03848,160.99438,120.20282,0.99438,0.20282,0.17070,0.03545,0.07420,0.04547,120.09713,30.04846,120.02292,30.00299,0.00000,0.00000,0.08703,true,true,false,true
82.13000,119.83277,29.89190,158.89367,119.36522,-1.10633,-0.63478,-0.18989,-0.11093,0.01817,0.01229,120.04109,30.01527,120.02292,30.00299,0.00000,0.00000,0.02194,true,true,false,true
82.14000,120.05072,29.97694,160.16174,119.85116,0.16174,-0.14884,0.02779,-0.02604,0.02021,0.00416,120.04313,30.00714,120.02292,30.00299,0.00000,0.00000,0.02063,true,true,false,true
82.15000,119.99024,29.99670,159.80986,119.96408,-0.19014,-0.03592,-0.03267,-0.00629,0.00899,0.00194,120.03191,30.00493,120.02292,30.00299,0.00000,0.00000,0.00920,true,true,false,true
82.16000,120.12535,30.18656,160.59595,121.04899,0.59595,1.04899,0.10225,0.18325,0.02878,0.04041,120.05170,30.04340,120.02292,30.00299,0.00000,0.00000,0.04961,true,true,false,true
82.17000,120.03972,30.14475,160.09774,120.81008,0.09774,0.81008,0.01678,0.14157,0.02623,0.06187,120.04915,30.06486,120.02292,30.00299,0.00000,0.00000,0.06721,true,true,false,true
82.18000,120.04362,29.98097,160.12043,119.87419,0.12043,-0.12581,0.02070,-0.02201,0.02506,0.04408,120.04798,30.04706,120.02292,30.00299,0.00000,0.00000,0.05070,true,true,false,true
82.19000,120.06241,30.22189,160.22976,121.25088,0.22976,1.25088,0.03941,0.21845,0.02810,0.08107,120.05102,30.08406,120.02292,30.00299,0.00000,0.00000,0.08581,true,true,false,true
82.20000,120.00749,30.01591,159.91022,120.07385,-0.08978,0.07385,-0.01543,0.01292,0.01887,0.06661,120.04179,30.06960,120.02292,30.00299,0.00000,0.00000,0.06923,true,true,false,true
82.21000,120.01917,30.08058,159.97818,120.44339,-0.02182,0.44339,-0.00375,0.07754,0.01407,0.06893,120.03699,30.07192,120.02292,30.00299,0.00000,0.00000,0.07035,true,true,false,true
82.22000,119.92300,30.14269,159.41864,120.79830,-0.58136,0.79830,-0.09979,0.13952,-0.01009,0.08391,120.01283,30.08689,120.02292,30.00299,0.00000,0.00000,0.08451,true,true,false,true
82.23000,119.84944,29.79557,158.99066,118.81476,-1.00934,-1.18524,-0.17314,-0.20701,-0.04468,0.02218,119.97824,30.02517,120.02292,30.00299,0.00000,0.00000,0.04989,true,true,false,true
82.24000,120.08059,30.02875,160.33553,120.14722,0.33553,0.14722,0.05765,0.02575,-0.02297,0.02294,119.99995,30.02593,120.02292,30.00299,0.00000,0.00000,0.03246,true,true,false,true
82.25000,120.08073,29.83854,160.33635,119.06030,0.33635,-0.93970,0.05772,-0.16419,-0.00585,-0.01676,120.01707,29.98622,120.02292,30.00299,0.00000,0.00000,0.01776,true,true,false,true
82.26000,120.18123,30.15859,160.92107,120.88916,0.92107,0.88916,0.15807,0.15537,0.02893,0.01976,120.05185,30.02275,120.02292,30.00299,0.00000,0.00000,0.03503,true,true,false,true
82.27000,120.12156,30.03313,160.57390,120.17225,0.57390,0.17225,0.09857,0.03012,0.04371,0.02196,120.06663,30.02494,120.02292,30.00299,0.00000,0.00000,0.04891,true,true,false,true
82.28000,120.02600,30.17424,160.01792,120.97859,0.01792,0.97859,0.00307,0.17097,0.03508,0.05358,120.05800,30.05656,120.02292,30.00299,0.00000,0.00000,0.06404,true,true,false,true
82.29000,119.95514,30.02987,159.60564,120.15362,-0.39436,0.15362,-0.06775,0.02687,0.01327,0.04791,120.03619,30.05090,120.02292,30.00299,0.00000,0.00000,0.04971,true,true,false,true
82.30000,120.09238,30.02087,160.40413,120.10219,0.40413,0.10219,0.06942,0.01787,0.02518,0.04154,120.04810,30.04452,120.02292,30.00299,0.00000,0.00000,0.04857,true,true,false,true
82.31000,119.98988,29.96786,159.80776,119.79928,-0.19224,-0.20072,-0.03303,-0.03512,0.01283,0.02527,120.03575,30.02826,120.02292,30.00299,0.00000,0.00000,0.02834,true,true,false,true
82.32000,119.96344,29.91289,159.65393,119.48516,-0.34607,-0.51484,-0.05943,-0.09002,-0.00250,0.00081,120.02042,30.00380,120.02292,30.00299,0.00000,0.00000,0.00263,true,true,false,true
82.33000,119.92562,30.01259,159.43389,120.05488,-0.56611,0.05488,-0.09723,0.00960,-0.02260,0.00267,120.00032,30.00566,120.02292,30.00299,0.00000,0.00000,0.02276,true,true,false,true
82.34000,120.02090,29.92478,159.98824,119.55310,-0.01176,-0.44690,-0.00202,-0.07815,-0.01823,-0.01447,120.00469,29.98851,120.02292,30.00299,0.00000,0.00000,0.02328,true,true,false,true
82.35000,120.03446,30.05113,160.06714,120.27510,0.06714,0.27510,0.01153,0.04812,-0.01192,-0.00119,120.01100,30.00179,120.02292,30.00299,0.00000,0.00000,0.01198,true,true,false,true
82.36000,120.06119,30.10141,160.22266,120.56242,0.22266,0.56242,0.03823,0.09833,-0.00128,0.01992,120.02164,30.02291,120.02292,30.00299,0.00000,0.00000,0.01996,true,true,false,true
82.37000,120.15392,30.00018,160.76218,119.98396,0.76218,-0.01604,0.13087,-0.00280,0.02676,0.01510,120.04968,30.01809,120.02292,30.00299,0.00000,0.00000,0.03073,true,true,false,true
82.38000,120.21621,30.04748,161.12459,120.25425,1.12459,0.25425,0.19302,0.04443,0.06204,0.02132,120.08496,30.02431,120.02292,30.00299,0.00000,0.00000,0.06560,true,true,false,true
82.39000,119.95726,29.97995,159.61798,119.86836,-0.38202,-0.13164,-0.06563,-0.02303,0.03495,0.01191,120.05787,30.01490,120.02292,30.00299,0.00000,0.00000,0.03693,true,true,false,true
82.40000,120.18129,30.00463,160.92142,120.00939,0.92142,0.00939,0.15819,0.00164,0.06110,0.00973,120.08402,30.01272,120.02292,30.00299,0.00000,0.00000,0.06187,true,true,false,true
82.41000,120.03681,29.97063,160.08081,119.81510,0.08081,-0.18490,0.01389,-0.03235,0.05108,0.00081,120.07400,30.00379,120.02292,30.00299,0.00000,0.00000,0.05109,true,true,false,true
82.42000,120.08914,30.11203,160.38528,120.62310,0.38528,0.62310,0.06615,0.10893,0.05428,0.02375,120.07720,30.02673,120.02292,30.00299,0.00000,0.00000,0.05925,true,true,false,true
82.43000,120.08212,29.89404,160.34443,119.37745,0.34443,-0.62255,0.05914,-0.10883,0.05531,-0.00438,120.07823,29.99860,120.02292,30.00299,0.00000,0.00000,0.05548,true,true,false,true
82.44000,120.05017,30.02661,160.15854,120.13499,0.15854,0.13499,0.02724,0.02362,0.04935,0.00156,120.07227,30.00454,120.02292,30.00299,0.00000,0.00000,0.04938,true,true,false,true
82.45000,120.09981,30.11928,160.44736,120.66453,0.44736,0.66453,0.07680,0.11616,0.05518,0.02587,120.07810,30.02886,120.02292,30.00299,0.00000,0.00000,0.06094,true,true,false,true
82.46000,119.98956,30.02155,159.80590,120.10608,-0.19410,0.10608,-0.03335,0.01856,0.03639,0.02432,120.05931,30.02731,120.02292,30.00299,0.00000,0.00000,0.04377,true,true,false,true
82.47000,120.03008,30.00617,160.04166,120.01819,0.04166,0.01819,0.00716,0.00318,0.03019,0.01984,120.05311,30.02282,120.02292,30.00299,0.00000,0.00000,0.03613,true,true,false,true
82.48000,120.10687,30.05316,160.48843,120.28670,0.48843,0.28670,0.08390,0.05014,0.04159,0.02627,120.06451,30.02925,120.02292,30.00299,0.00000,0.00000,0.04919,true,true,false,true
82.49000,119.89986,30.02637,159.28401,120.13362,-0.71599,0.13362,-0.12295,0.02336,0.00668,0.02565,120.02960,30.02864,120.02292,30.00299,0.00000,0.00000,0.02651,true,true,false,true
82.50000,120.10509,29.95213,160.47808,119.70939,0.47808,-0.29061,0.08212,-0.05083,0.02268,0.00942,120.04560,30.01241,120.02292,30.00299,0.00000,0.00000,0.02456,true,true,false,true
82.51000,120.09383,30.01578,160.41256,120.07310,0.41256,0.07310,0.07087,0.01279,0.03291,0.01014,120.05583,30.01312,120.02292,30.00299,0.00000,0.00000,0.03443,true,true,false,true
82.52000,120.11547,30.04984,160.53847,120.26773,0.53847,0.26773,0.09249,0.04682,0.04555,0.01792,120.06847,30.02091,120.02292,30.00299,0.00000,0.00000,0.04895,true,true,false,true
82.53000,120.02614,29.85359,160.01873,119.14630,0.01873,-0.85370,0.00321,-0.14918,0.03657,-0.01753,120.05949,29.98545,120.02292,30.00299,0.00000,0.00000,0.04055,true,true,false,true
82.54000,120.02388,29.93043,160.00558,119.58539,0.00558,-0.41461,0.00096,-0.07251,0.02901,-0.02920,120.05193,29.97379,120.02292,30.00299,0.00000,0.00000,0.04116,true,true,false,true
82.55000,120.03335,30.06339,160.06068,120.34516,0.06068,0.34516,0.01042,0.06037,0.02507,-0.01019,120.04799,29.99279,120.02292,30.00299,0.00000,0.00000,0.02706,true,true,false,true
82.56000,119.89786,30.13756,159.27238,120.76899,-0.72762,0.76899,-0.12490,0.13440,-0.00675,0.02049,120.01617,30.02347,120.02292,30.00299,0.00000,0.00000,0.02157,true,true,false,true
82.57000,120.09887,30.12033,160.44189,120.67053,0.44189,0.67053,0.07586,0.11721,0.01078,0.04101,120.03370,30.04400,120.02292,30.00299,0.00000,0.00000,0.04240,true,true,false,true
82.58000,120.09384,30.00989,160.41262,120.03945,0.41262,0.03945,0.07088,0.00690,0.02353,0.03377,120.04645,30.03676,120.02292,30.00299,0.00000,0.00000,0.04116,true,true,false,true
82.59000,119.96475,30.04852,159.66155,120.26019,-0.33845,0.26019,-0.05815,0.04551,0.00620,0.03626,120.02912,30.03925,120.02292,30.00299,0.00000,0.00000,0.03679,true,true,false,true
82.60000,120.07572,29.97412,160.30720,119.83505,0.30720,-0.16495,0.05278,-0.02886,0.01608,0.02245,120.03900,30.02543,120.02292,30.00299,0.00000,0.00000,0.02761,true,true,false,true
82.61000,120.05716,30.07812,160.19921,120.42933,0.19921,0.42933,0.03422,0.07508,0.01993,0.03361,120.04285,30.03660,120.02292,30.00299,0.00000,0.00000,0.03908,true,true,false,true
82.62000,120.00857,29.99239,159.91651,119.93945,-0.08349,-0.06055,-0.01435,-0.01060,0.01266,0.02423,120.03558,30.02722,120.02292,30.00299,0.00000,0.00000,0.02734,true,true,false,true
82.63000,120.10294,29.99712,160.46557,119.96648,0.46557,-0.03352,0.07997,-0.00586,0.02694,0.01785,120.04986,30.02083,120.02292,30.00299,0.00000,0.00000,0.03232,true,true,false,true
82.64000,120.12612,29.99514,160.60043,119.95516,0.60043,-0.04484,0.10312,-0.00784,0.04310,0.01240,120.06602,30.01538,120.02292,30.00299,0.00000,0.00000,0.04485,true,true,false,true
82.65000,119.79932,29.88418,158.69905,119.32110,-1.30095,-0.67890,-0.22324,-0.11861,-0.01341,-0.01540,120.00951,29.98759,120.02292,30.00299,0.00000,0.00000,0.02042,true,true,false,true
