time_s,target_azimuth_deg,target_elevation_deg,filtered_azimuth_target_deg,filtered_elevation_target_deg,azimuth_deg,elevation_deg,azimuth_motor_pwm,elevation_motor_pwm,roll_filtered_deg,pitch_filtered_deg,qpd_offset_azimuth_deg,qpd_offset_elevation_deg,boresight_error_deg,locked
0.00000,119.92885,29.97796,119.94056,29.98159,0.30888,0.30000,1.00000,1.00000,0.05275,6.08448,0.00738,-0.09166,123.36478,false
0.01000,119.91937,30.05879,119.93046,30.01838,0.61776,0.60000,1.00000,1.00000,0.02307,7.00031,0.05174,-0.08292,123.05260,false
0.02000,120.05086,30.22006,119.97326,30.09007,0.92664,0.90000,1.00000,1.00000,0.11969,7.36698,-0.07393,-0.07277,122.63236,false
0.03000,120.09295,30.11065,120.00928,30.09627,1.23552,1.20000,1.00000,1.00000,0.07501,7.58552,-0.01680,-0.04131,122.36128,false
0.04000,120.04173,30.18697,120.01815,30.12105,1.54440,1.50000,1.00000,1.00000,0.16253,7.79150,-0.01496,-0.09658,122.00159,false
0.05000,119.89009,30.29131,119.98507,30.16502,1.85328,1.80000,1.00000,1.00000,0.20680,7.84029,-0.05922,-0.09834,121.56858,false
0.06000,119.94519,30.16316,119.97510,30.16456,2.16216,2.10000,1.00000,1.00000,0.20453,7.84176,0.09665,-0.11013,121.33624,false
0.07000,120.02428,30.06371,119.98716,30.13982,2.47104,2.40000,1.00000,1.00000,0.30701,7.92606,-0.04891,-0.13250,120.83233,false
0.08000,120.04458,30.12083,120.00109,30.13522,2.77992,2.70000,1.00000,1.00000,0.25235,7.96082,-0.00698,-0.01191,120.54082,false
0.09000,119.93897,30.00500,119.98612,30.10383,3.08880,3.00000,1.00000,1.00000,0.27506,7.88892,-0.06454,-0.11156,120.07000,false
0.10000,119.98943,30.07540,119.98691,30.09700,3.39768,3.30000,1.00000,1.00000,0.36665,7.93707,0.04254,-0.11477,119.80957,false
0.11000,120.00645,30.06889,119.99160,30.09027,3.70656,3.60000,1.00000,1.00000,0.47692,7.97919,-0.06703,-0.08106,119.35177,false
0.12000,120.03360,30.27556,120.00165,30.13461,4.01544,3.90000,1.00000,1.00000,0.42415,8.00957,-0.04253,-0.05066,119.03110,false
0.13000,120.01184,30.16337,120.00409,30.14149,4.32432,4.20000,1.00000,1.00000,0.53371,7.96410,0.02950,-0.09331,118.73296,false
0.14000,119.98348,30.11364,119.99916,30.13483,4.63320,4.50000,1.00000,1.00000,0.54883,7.93426,-0.03024,-0.13767,118.29117,false
0.15000,119.95057,30.17553,119.98755,30.14456,4.94208,4.80000,1.00000,1.00000,0.59358,7.86746,-0.01212,-0.04068,117.95507,false
0.16000,120.06363,30.05732,120.00573,30.12371,5.25097,5.10000,1.00000,1.00000,0.59579,7.83017,0.02604,-0.09051,117.62710,false
0.17000,120.05011,30.01722,120.01633,30.09827,5.55985,5.40000,1.00000,1.00000,0.65423,7.82676,-0.00385,-0.07162,117.24374,false
0.18000,119.87744,30.05858,119.98315,30.08878,5.86873,5.70000,1.00000,1.00000,0.67451,7.89064,-0.04320,-0.13024,116.79461,false
0.19000,120.09559,30.24092,120.01001,30.12513,6.17761,6.00000,1.00000,1.00000,0.73370,7.91184,-0.05669,-0.04807,116.47110,false
0.20000,119.98436,30.14315,120.00388,30.12944,6.48649,6.30000,1.00000,1.00000,0.79501,7.92092,-0.06291,-0.23812,116.05859,false
0.21000,120.00890,30.03520,120.00508,30.10692,6.79537,6.60000,1.00000,1.00000,0.87584,7.91470,-0.05636,0.01084,115.75338,false
0.22000,120.04595,29.99643,120.01485,30.08052,7.10425,6.90000,1.00000,1.00000,0.92905,7.84798,0.22248,-0.11719,115.64161,false
0.23000,120.04038,30.07916,120.02095,30.08020,7.41313,7.20000,1.00000,1.00000,0.99395,7.84121,-0.14298,0.07697,114.96950,false
0.24000,119.97451,30.03641,120.00985,30.06974,7.72201,7.50000,1.00000,1.00000,1.10548,7.89277,0.04212,-0.20714,114.72424,false
0.25000,120.08322,30.21872,120.02738,30.10533,8.03089,7.80000,1.00000,1.00000,1.11790,7.86923,-0.12001,-0.05547,114.25772,false
0.26000,119.95572,30.11998,120.01026,30.10883,8.33977,8.10000,1.00000,1.00000,1.12275,7.94190,0.02600,-0.13470,114.00805,false
0.27000,120.04396,30.07144,120.01831,30.09990,8.64865,8.40000,1.00000,1.00000,1.22424,7.95076,0.01066,-0.02148,113.66566,false
0.28000,120.05495,30.17654,120.02707,30.11821,8.95753,8.70000,1.00000,1.00000,1.27261,7.92369,0.10991,-0.13062,113.39490,false
0.29000,119.95984,30.10334,120.01100,30.11466,9.26641,9.00000,1.00000,1.00000,1.33731,7.97405,-0.07958,-0.05282,112.85119,false
0.30000,120.05494,30.03226,120.02150,30.09497,9.57529,9.30000,1.00000,1.00000,1.39777,7.93812,-0.12463,-0.16219,112.43524,false
0.31000,119.98807,30.16776,120.01351,30.11236,9.88417,9.60000,1.00000,1.00000,1.44191,7.89262,-0.04776,-0.13124,112.15407,false
0.32000,119.88027,30.13063,119.98168,30.11673,10.19305,9.90000,1.00000,1.00000,1.43848,7.92104,-0.02577,-0.02407,111.80598,false
0.33000,119.93399,30.12594,119.97029,30.11893,10.50193,10.20000,1.00000,1.00000,1.47009,7.93150,0.02588,-0.01008,111.49144,false
0.34000,120.05149,30.10755,119.98969,30.11621,10.81081,10.50000,1.00000,1.00000,1.52971,7.96130,0.00544,-0.23554,111.09442,false
0.35000,120.09889,30.15078,120.01578,30.12447,11.11969,10.80000,1.00000,1.00000,1.59059,7.95177,-0.06830,-0.02271,110.73295,false
0.36000,120.04637,29.99693,120.02309,30.09400,11.42857,11.10000,1.00000,1.00000,1.60937,7.90753,0.00243,-0.09533,110.43436,false
0.37000,119.97881,30.13230,120.01251,30.10315,11.73745,11.40000,1.00000,1.00000,1.67026,7.86671,-0.01080,0.02906,110.08055,false
0.38000,119.92581,30.15081,119.99179,30.11454,12.04633,11.70000,1.00000,1.00000,1.68728,7.88054,-0.01548,-0.12891,109.67481,false
0.39000,119.88161,30.13965,119.96547,30.12054,12.35521,12.00000,1.00000,1.00000,1.76037,7.87106,-0.04050,-0.15592,109.26910,false
0.40000,119.98439,30.02552,119.96999,30.09784,12.66409,12.30000,1.00000,1.00000,1.84392,7.79176,-0.06899,-0.04323,108.90934,false
0.41000,120.00741,30.16770,119.97893,30.11453,12.97297,12.60000,1.00000,1.00000,1.92725,7.75917,-0.04476,-0.24813,108.56057,false
0.42000,120.09255,30.26170,120.00608,30.14969,13.28185,12.90000,1.00000,1.00000,1.93119,7.73684,-0.00990,0.05036,108.32258,false
0.43000,119.92730,30.10042,119.98726,30.13792,13.59073,13.20000,1.00000,1.00000,1.97811,7.73717,0.05047,-0.07793,107.98962,false
0.44000,119.93516,30.24871,119.97481,30.16439,13.89961,13.50000,1.00000,1.00000,1.97002,7.68467,0.00698,-0.06643,107.58624,false
0.45000,119.99023,30.09907,119.97849,30.14878,14.20849,13.80000,1.00000,1.00000,1.99967,7.65059,-0.11669,-0.14739,107.10126,false
0.46000,120.10098,30.15917,120.00776,30.15126,14.51737,14.10000,1.00000,1.00000,2.04120,7.65422,0.08186,-0.06737,106.98975,false
0.47000,120.15412,30.07487,120.04273,30.13301,14.82625,14.40000,1.00000,1.00000,2.08809,7.69955,-0.12708,-0.01946,106.47432,false
0.48000,120.03698,30.16661,120.04135,30.14104,15.13514,14.70000,1.00000,1.00000,2.12287,7.68318,0.00543,-0.08682,106.24594,false
0.49000,119.94515,30.00113,120.01837,30.10761,15.44402,15.00000,1.00000,1.00000,2.21645,7.66496,-0.10597,-0.08519,105.76350,false
0.50000,120.03982,30.14517,120.02349,30.11659,15.75290,15.30000,1.00000,1.00000,2.19182,7.62915,0.02713,-0.04099,105.55658,false
0.51000,120.03224,30.13829,120.02558,30.12177,16.06178,15.60000,1.00000,1.00000,2.23892,7.63826,0.00858,-0.12984,105.18222,false
0.52000,119.88819,30.13697,119.99276,30.12540,16.37066,15.90000,1.00000,1.00000,2.26763,7.57751,-0.05895,-0.08868,104.74196,false
0.53000,120.04277,30.31079,120.00471,30.16969,16.67954,16.20000,1.00000,1.00000,2.38624,7.56156,-0.09744,-0.12517,104.37591,false
0.54000,119.94007,30.20053,119.98926,30.17706,16.98842,16.50000,1.00000,1.00000,2.44939,7.56601,0.04043,-0.06820,104.16263,false
0.55000,119.97850,30.21941,119.98669,30.18718,17.29730,16.80000,1.00000,1.00000,2.52799,7.49524,-0.09885,-0.06899,103.68062,false
0.56000,120.06041,30.11734,120.00430,30.17049,17.60618,17.10000,1.00000,1.00000,2.55512,7.52224,-0.05681,-0.04259,103.39689,false
0.57000,120.05583,29.96519,120.01661,30.12144,17.91506,17.40000,1.00000,1.00000,2.58538,7.48596,-0.03529,-0.10843,103.07166,false
0.58000,119.98620,30.11871,120.00935,30.12079,18.22394,17.70000,1.00000,1.00000,2.59873,7.55435,-0.02212,-0.09762,102.73581,false
0.59000,120.02891,30.21564,120.01402,30.14345,18.53282,18.00000,1.00000,1.00000,2.66760,7.54033,0.02595,-0.01654,102.46111,false
0.60000,120.03298,30.02957,120.01855,30.11624,18.84170,18.30000,1.00000,1.00000,2.78326,7.50251,-0.06707,-0.13820,102.01834,false
0.61000,119.93733,30.12449,119.99915,30.11821,19.15058,18.60000,1.00000,1.00000,2.82082,7.46665,-0.09838,-0.13574,101.62799,false
0.62000,120.01461,30.10281,120.00284,30.11453,19.45946,18.90000,1.00000,1.00000,2.90565,7.46395,0.03158,0.08915,101.44974,false
0.63000,120.11755,30.18954,120.03025,30.13245,19.76834,19.20000,1.00000,1.00000,2.91678,7.42834,-0.13415,-0.15288,100.94557,false
0.64000,120.02713,30.17488,120.02950,30.14259,20.07722,19.50000,1.00000,1.00000,2.90691,7.39945,0.01205,-0.12092,100.75356,false
0.65000,120.04677,30.08142,120.03363,30.12798,20.38610,19.80000,1.00000,1.00000,2.90573,7.40910,-0.00682,-0.08032,100.40198,false
0.66000,120.00960,30.04865,120.02789,30.10902,20.69498,20.10000,1.00000,1.00000,2.94445,7.36647,-0.12734,-0.07533,99.93779,false
0.67000,119.97706,30.25519,120.01574,30.14394,21.00386,20.40000,1.00000,1.00000,2.95924,7.29170,-0.05876,-0.00425,99.66673,false
0.68000,119.90391,30.02726,119.98902,30.11607,21.31274,20.70000,1.00000,1.00000,3.01611,7.29121,0.00287,-0.14138,99.35041,false
0.69000,120.14137,29.98094,120.02542,30.08378,21.62162,21.00000,1.00000,1.00000,3.09626,7.28255,-0.07386,-0.15152,98.97413,false
0.70000,119.94008,30.23407,120.00503,30.11969,21.93050,21.30000,1.00000,1.00000,3.14495,7.32105,-0.09666,-0.00752,98.61539,false
0.71000,120.01922,30.01755,120.00842,30.09529,22.23938,21.60000,1.00000,1.00000,3.25381,7.29258,-0.06477,-0.12299,98.30828,false
0.72000,120.13134,30.14049,120.03779,30.10609,22.54826,21.90000,1.00000,1.00000,3.30146,7.31149,0.12817,-0.02916,98.20742,false
0.73000,119.95424,30.11126,120.01783,30.10732,22.85714,22.20000,1.00000,1.00000,3.37716,7.28036,-0.05363,-0.17712,97.66409,false
0.74000,120.04428,30.08945,120.02415,30.10305,23.16602,22.50000,1.00000,1.00000,3.43319,7.24984,-0.12560,-0.13580,97.27196,false
0.75000,120.07010,30.14373,120.03513,30.11277,23.47490,22.80000,1.00000,1.00000,3.44340,7.28153,-0.03499,0.04496,97.05718,false
0.76000,120.03051,30.07035,120.03402,30.10264,23.78378,23.10000,1.00000,1.00000,3.52127,7.26692,-0.04860,-0.10334,96.70269,false
0.77000,119.98274,30.08981,120.02177,30.09957,24.09266,23.40000,1.00000,1.00000,3.54649,7.22930,-0.05472,-0.11688,96.35365,false
0.78000,119.84898,30.02995,119.98049,30.08294,24.40154,23.70000,1.00000,1.00000,3.56039,7.17522,0.05001,0.05659,96.09885,false
0.79000,119.98306,30.21753,119.98110,30.11509,24.71042,24.00000,1.00000,1.00000,3.62639,7.21896,-0.09943,-0.13444,95.61400,false
0.80000,119.94532,30.10461,119.97255,30.11259,25.01931,24.30000,1.00000,1.00000,3.63785,7.13316,-0.07296,-0.14079,95.30322,false
0.81000,120.04388,30.13303,119.98959,30.11747,25.32819,24.60000,1.00000,1.00000,3.71183,7.11494,-0.00830,-0.02729,95.06912,false
0.82000,120.01395,29.99966,119.99541,30.08933,25.63707,24.90000,1.00000,1.00000,3.79097,7.05571,-0.06563,-0.18123,94.68430,false
0.83000,120.00012,30.12197,119.99654,30.09712,25.94595,25.20000,1.00000,1.00000,3.80342,7.04378,0.02841,-0.05936,94.46175,false
0.84000,119.92091,30.18712,119.97847,30.11863,26.25483,25.50000,1.00000,1.00000,3.83935,6.96514,-0.23038,-0.05443,93.86345,false
0.85000,120.05538,30.19640,119.99684,30.13721,26.56371,25.80000,1.00000,1.00000,3.86208,6.97468,0.03988,-0.06613,93.82909,false
0.86000,119.95275,30.10296,119.98631,30.12903,26.87259,26.10000,1.00000,1.00000,3.90302,6.93811,-0.12113,-0.03813,93.33754,false
0.87000,120.04814,30.22624,120.00108,30.15225,27.18147,26.40000,1.00000,1.00000,3.91203,6.95565,0.07838,-0.03729,93.23062,false
0.88000,120.08734,30.05772,120.02169,30.12967,27.49035,26.70000,1.00000,1.00000,3.99853,6.98279,-0.14467,-0.13774,92.70658,false
0.89000,120.12364,30.03982,120.04605,30.10820,27.79923,27.00000,1.00000,1.00000,4.05508,6.96420,-0.05868,-0.11554,92.49958,false
0.90000,119.90373,29.99624,120.01205,30.08145,28.10811,27.30000,1.00000,1.00000,4.10423,6.94611,-0.06481,-0.07852,92.14302,false
0.91000,119.94058,30.20690,119.99497,30.11142,28.41699,27.60000,1.00000,1.00000,4.11325,6.89518,-0.11159,-0.10037,91.76103,false
0.92000,119.99219,29.99679,119.99431,30.08404,28.72587,27.90000,1.00000,1.00000,4.21879,6.90312,0.06024,-0.08768,91.62009,false
0.93000,119.99515,29.94186,119.99451,30.05007,29.03475,28.05487,1.00000,0.49559,4.29302,6.88468,0.03076,-0.07537,91.28154,false
0.94000,120.33630,30.03481,120.07617,30.04642,29.34363,28.35487,1.00000,1.00000,4.28726,6.86966,-0.22705,-0.04401,90.78932,false
0.95000,120.11428,29.99648,120.08527,30.03449,29.65251,28.05487,1.00000,-1.00000,4.31075,6.81236,-0.02703,-0.12977,90.69601,false
0.96000,120.02351,30.11462,120.07052,30.05363,29.96139,28.35487,1.00000,1.00000,4.36593,6.75247,-0.07647,-0.06254,90.32084,false
0.97000,119.92252,29.95249,120.03516,30.02947,30.27027,28.05487,1.00000,-1.00000,4.37346,6.74578,-0.05247,-0.18368,90.00500,false
0.98000,119.97996,30.05022,120.02197,30.03443,30.57915,28.35487,1.00000,1.00000,4.38167,6.75895,0.06995,0.05024,89.80437,false
0.99000,119.93966,30.10476,120.00231,30.05123,30.88803,28.05487,1.00000,-1.00000,4.49343,6.68857,-0.14400,-0.03392,89.27482,false
1.00000,119.92462,30.06961,119.98374,30.05562,31.19691,28.35487,1.00000,1.00000,4.56388,6.60320,-0.10955,-0.23939,88.97337,false
1.01000,119.95226,30.12692,119.97622,30.07266,31.50579,28.65487,1.00000,1.00000,4.66837,6.58909,-0.07736,-0.04564,88.69352,false
1.02000,119.91204,30.17945,119.96089,30.09817,31.81467,28.35487,1.00000,-1.00000,4.67839,6.51648,0.01426,-0.13784,88.46675,false
1.03000,119.95829,30.20252,119.96027,30.12310,32.12355,28.65487,1.00000,1.00000,4.74541,6.48312,-0.18070,0.02405,87.96373,false
1.04000,120.10654,30.10411,119.99521,30.11856,32.43243,28.36712,1.00000,-0.92082,4.83262,6.45368,0.13117,0.01974,88.01364,false
1.05000,120.04937,30.01478,120.00815,30.09377,32.74131,28.66712,1.00000,1.00000,4.88880,6.46573,-0.16929,-0.19295,87.40841,false
1.06000,120.01440,30.15698,120.00965,30.10887,33.05019,28.96712,1.00000,1.00000,4.88613,6.43203,-0.07425,-0.05664,87.19305,false
1.07000,119.90251,30.23231,119.98405,30.13836,33.35907,28.66712,1.00000,-1.00000,4.96397,6.41586,-0.02997,-0.07828,86.91375,false
1.08000,120.23279,29.95294,120.04348,30.09406,33.66795,28.96712,1.00000,1.00000,4.96112,6.34692,-0.13591,-0.04188,86.55194,false
1.09000,119.99179,30.04041,120.03113,30.08124,33.97683,28.66712,1.00000,-1.00000,4.98804,6.29770,0.00517,-0.12550,86.37735,false
1.10000,119.89407,30.03486,119.99838,30.07016,34.28571,28.96712,1.00000,1.00000,5.01343,6.26210,-0.07629,-0.09883,85.95037,false
1.11000,119.98627,29.95524,119.99549,30.04271,34.59459,29.26712,1.00000,1.00000,5.03599,6.23526,-0.05536,0.07469,85.65832,false
1.12000,120.00062,29.99750,119.99671,30.03190,34.90347,28.96712,1.00000,-1.00000,5.12731,6.21398,-0.18616,-0.03745,85.22836,false
1.13000,119.97209,30.07730,119.99083,30.04275,35.21236,29.26712,1.00000,1.00000,5.18003,6.21112,0.02046,-0.18488,85.11669,false
1.14000,120.11337,30.10669,120.02011,30.05803,35.52124,29.24161,1.00000,-0.08162,5.20256,6.22091,0.03832,-0.06713,84.85851,false
1.15000,120.13395,30.00419,120.04731,30.04516,35.83012,29.54161,1.00000,1.00000,5.21909,6.17125,-0.21265,0.04600,84.32414,false
1.16000,120.20123,30.01451,120.08408,30.03784,36.13900,29.24161,1.00000,-1.00000,5.21320,6.15889,-0.04250,-0.22125,84.22214,false
1.17000,119.90459,29.97144,120.04120,30.02198,36.44788,29.54161,1.00000,1.00000,5.23104,6.12880,-0.04917,-0.06298,83.86292,false
1.18000,119.94578,29.92345,120.01840,29.99844,36.75676,29.24161,1.00000,-1.00000,5.34216,6.06389,-0.05228,-0.06385,83.53820,false
1.19000,119.99649,30.11055,120.01317,30.02522,37.06564,29.54161,1.00000,1.00000,5.31750,6.02065,-0.11519,-0.06274,83.15629,false
1.20000,119.90305,30.17239,119.98686,30.06038,37.37452,29.24161,1.00000,-1.00000,5.34497,6.01120,-0.06086,-0.05674,82.88150,false
1.21000,120.00298,30.01160,119.99071,30.04873,37.68340,29.54161,1.00000,1.00000,5.36076,5.91262,-0.04202,-0.03101,82.59239,false
1.22000,119.91398,30.17296,119.97238,30.07841,37.99228,29.24161,1.00000,-1.00000,5.37868,5.91739,-0.00934,-0.10744,82.30227,false
1.23000,120.14594,29.96460,120.01384,30.05122,38.30116,29.54161,1.00000,1.00000,5.42623,5.90963,-0.08421,-0.10352,81.95876,false
1.24000,119.88260,30.12217,119.98249,30.06817,38.61004,29.24161,1.00000,-1.00000,5.48557,5.86971,-0.18589,-0.08631,81.52467,false
1.25000,120.02439,30.13313,119.99250,30.08369,38.91892,29.54161,1.00000,1.00000,5.54003,5.79658,-0.04167,-0.08157,81.36956,false
1.26000,120.05192,30.18984,120.00670,30.10905,39.22780,29.24161,1.00000,-1.00000,5.58309,5.80764,-0.04379,-0.03479,81.08047,false
1.27000,119.97543,30.12602,119.99923,30.11311,39.53668,29.54161,1.00000,1.00000,5.71318,5.74879,0.00628,-0.13503,80.81659,false
1.28000,120.07369,30.20676,120.01702,30.13548,39.84556,29.84161,1.00000,0.96179,5.66879,5.75935,-0.13562,0.04391,80.37993,false
1.29000,119.98519,30.17639,120.00941,30.14525,40.15444,29.54161,1.00000,-1.00000,5.72826,5.73996,-0.04493,-0.09817,80.15954,false
1.30000,119.99419,29.97418,120.00578,30.10438,40.46332,29.84161,1.00000,1.00000,5.71485,5.65816,-0.12591,-0.05777,79.76215,false
1.31000,119.84349,30.12764,119.96700,30.10994,40.77220,29.54161,1.00000,-1.00000,5.66110,5.60872,-0.06142,-0.19677,79.47728,false
1.32000,120.00041,30.14202,119.97498,30.11760,41.08108,29.84161,1.00000,1.00000,5.69613,5.55320,-0.09700,0.02887,79.14221,false
1.33000,120.06417,30.18529,119.99629,30.13377,41.38996,29.54161,1.00000,-1.00000,5.72163,5.48387,0.00485,-0.07228,78.96030,false
1.34000,120.07857,30.06766,120.01595,30.11798,41.69884,29.84161,1.00000,1.00000,5.75097,5.43927,-0.20763,-0.01130,78.45766,false
1.35000,119.88340,30.07339,119.98428,30.10733,42.00772,29.54161,1.00000,-1.00000,5.77138,5.43720,-0.09593,-0.16222,78.23141,false
1.36000,120.00769,29.95763,119.98987,30.07156,42.31660,29.84161,1.00000,1.00000,5.83984,5.42718,-0.02643,-0.01334,77.99995,false
1.37000,120.00757,30.16599,119.99410,30.09412,42.62548,29.54161,1.00000,-1.00000,5.85615,5.37567,-0.08310,-0.01321,77.64294,false
1.38000,119.85494,30.10007,119.96085,30.09554,42.93436,29.84161,1.00000,1.00000,5.97406,5.28804,-0.13878,-0.04369,77.24875,false
1.39000,119.99401,30.11365,119.96878,30.09987,43.24324,29.54161,1.00000,-1.00000,6.04834,5.25197,0.01657,-0.14494,77.10951,false
1.40000,120.11907,29.94663,120.00468,30.06326,43.55212,29.84161,1.00000,1.00000,6.11950,5.22534,-0.11504,-0.08281,76.70671,false
1.41000,120.00292,30.12661,120.00426,30.07839,43.86100,29.54161,1.00000,-1.00000,6.16233,5.18267,-0.17541,-0.04014,76.34303,false
1.42000,119.99445,30.03250,120.00192,30.06743,44.16988,29.84161,1.00000,1.00000,6.17819,5.11745,0.01807,-0.10617,76.22263,false
1.43000,119.99516,30.14505,120.00030,30.08597,44.47876,29.54161,1.00000,-1.00000,6.24995,5.09150,0.00327,-0.02089,75.90551,false
1.44000,120.04260,30.15010,120.01041,30.10129,44.78764,29.84161,1.00000,1.00000,6.27163,5.08202,-0.22471,-0.11673,75.37636,false
1.45000,120.05094,30.21662,120.02009,30.12885,45.09653,29.54161,1.00000,-1.00000,6.26711,5.05250,-0.10612,-0.09751,75.19879,false
1.46000,119.96098,30.05067,120.00597,30.11017,45.40541,29.84161,1.00000,1.00000,6.28934,5.01046,0.01450,0.03676,74.99575,false
1.47000,119.94548,30.08944,119.99152,30.10522,45.71429,29.54161,1.00000,-1.00000,6.25265,5.00300,-0.19618,-0.06448,74.46164,false
1.48000,119.89861,30.02724,119.96932,30.08659,46.02317,29.84161,1.00000,1.00000,6.23467,4.95255,-0.07028,-0.02995,74.25247,false
1.49000,120.06577,30.14244,119.99236,30.09993,46.33205,29.54161,1.00000,-1.00000,6.28584,4.90437,-0.09972,-0.17697,73.94180,false
1.50000,119.89430,30.03362,119.96893,30.08409,46.64093,29.84161,1.00000,1.00000,6.27362,4.83568,0.01386,-0.10586,73.72015,false
1.51000,119.98992,30.05859,119.97395,30.07800,46.94981,29.54161,1.00000,-1.00000,6.31548,4.77390,-0.09489,0.06181,73.31473,false
1.52000,120.07189,30.08844,119.99735,30.08049,47.25869,29.84161,1.00000,1.00000,6.33411,4.70504,-0.09236,-0.13092,73.02795,false
1.53000,120.03033,30.11899,120.00523,30.08969,47.56757,29.54161,1.00000,-1.00000,6.37767,4.68238,-0.01378,0.01358,72.81256,false
1.54000,119.82578,30.13767,119.96235,30.10115,47.87645,29.84161,1.00000,1.00000,6.52207,4.71036,-0.12016,-0.07202,72.35928,false
1.55000,119.99035,30.04969,119.96904,30.08886,48.18533,29.54161,1.00000,-1.00000,6.53670,4.72211,-0.28205,-0.12776,71.89829,false
1.56000,120.09503,30.12849,119.99914,30.09833,48.49421,29.84161,1.00000,1.00000,6.56074,4.69854,0.20057,-0.03303,72.10165,false
1.57000,120.10171,30.11689,120.02365,30.10276,48.80309,29.54161,1.00000,-1.00000,6.55171,4.67383,-0.28702,-0.18456,71.33059,false
1.58000,120.13711,30.10021,120.05076,30.10215,49.11197,29.84161,1.00000,1.00000,6.63835,4.54822,0.00130,0.03428,71.34143,false
1.59000,120.06543,30.13058,120.05426,30.10894,49.42085,29.54161,1.00000,-1.00000,6.61204,4.52644,-0.01501,-0.04818,71.02060,false
1.60000,120.02197,30.06685,120.04655,30.09889,49.72973,29.84161,1.00000,1.00000,6.62138,4.46477,-0.09104,-0.00916,70.62565,false
1.61000,120.09384,30.24602,120.05785,30.13404,50.03861,29.54161,1.00000,-1.00000,6.64573,4.44326,-0.16359,-0.08839,70.25965,false
1.62000,119.96049,30.12676,120.03459,30.13230,50.34749,29.84161,1.00000,1.00000,6.68772,4.40610,-0.05737,-0.05627,70.03345,false
1.63000,120.06546,30.15510,120.04196,30.13775,50.65637,29.54161,1.00000,-1.00000,6.80833,4.34682,-0.18741,0.00956,69.61321,false
1.64000,120.10265,30.15397,120.05646,30.14162,50.96525,29.84161,1.00000,1.00000,6.79753,4.29618,-0.09918,-0.18131,69.40142,false
1.65000,119.97009,30.09471,120.03583,30.13041,51.27413,29.54161,1.00000,-1.00000,6.78460,4.28907,-0.08885,-0.05955,69.08543,false
1.66000,120.05832,29.95552,120.04120,30.08863,51.58301,29.84161,1.00000,1.00000,6.78262,4.25095,-0.01534,0.04565,68.85272,false
1.67000,120.08672,30.12205,120.05208,30.09661,51.89189,29.54161,1.00000,-1.00000,6.82019,4.16474,-0.06867,-0.13425,68.50487,false
1.68000,120.02426,30.05503,120.04543,30.08668,52.20077,29.84161,1.00000,1.00000,6.84440,4.12557,-0.21489,-0.02723,68.04264,false
1.69000,120.12247,30.09549,120.06384,30.08878,52.50965,29.54161,1.00000,-1.00000,6.90486,4.02846,0.06597,0.01471,68.04019,false
1.70000,120.12121,30.05275,120.07754,30.08018,52.81853,29.84161,1.00000,1.00000,6.92200,3.99012,-0.14856,-0.16447,67.52692,false
1.71000,120.04112,30.26226,120.06884,30.12368,53.12741,30.08639,1.00000,0.78328,6.90461,3.95669,-0.13687,0.04767,67.22004,false
1.72000,119.97797,30.07530,120.04713,30.11212,53.43629,29.78639,1.00000,-1.00000,6.93087,3.88322,-0.00103,-0.15326,67.02740,false
1.73000,119.99770,30.15349,120.03532,30.12200,53.74517,30.08639,1.00000,1.00000,6.96821,3.86018,-0.19773,-0.08581,66.51101,false
1.74000,119.98576,30.04642,120.02348,30.10395,54.05405,29.78639,1.00000,-1.00000,6.97602,3.84704,-0.01197,-0.03931,66.37861,false
1.75000,120.01253,30.00731,120.02086,30.08086,54.36293,30.08639,1.00000,1.00000,6.98127,3.87780,-0.19978,-0.08145,65.87740,false
1.76000,119.89015,30.20614,119.98963,30.11079,54.67181,29.78639,1.00000,-1.00000,7.04678,3.84344,0.05862,-0.03997,65.80191,false
1.77000,119.98795,30.08638,119.98923,30.10496,54.98069,30.08639,1.00000,1.00000,7.16800,3.78482,-0.22561,0.00972,65.21385,false
1.78000,120.03795,30.08213,120.00087,30.09950,55.28958,29.78639,1.00000,-1.00000,7.18060,3.74036,-0.00593,-0.12887,65.13799,false
1.79000,120.01431,30.03550,120.00408,30.08421,55.59846,30.08639,1.00000,1.00000,7.15302,3.65473,-0.10547,-0.06138,64.72974,false
1.80000,120.09304,30.07690,120.02534,30.08247,55.90734,29.78639,1.00000,-1.00000,7.13458,3.65043,-0.12681,0.02082,64.42215,false
1.81000,119.99809,30.13200,120.01883,30.09430,56.21622,30.08639,1.00000,1.00000,7.10735,3.53712,-0.12128,-0.08105,64.10811,false
1.82000,120.02338,30.17397,120.01991,30.11333,56.52510,29.78639,1.00000,-1.00000,7.05913,3.52914,0.04193,-0.10818,63.96226,false
1.83000,119.81666,30.14224,119.97135,30.12024,56.83398,30.08639,1.00000,1.00000,7.07963,3.49430,-0.25202,0.01608,63.31099,false
1.84000,119.96600,30.03851,119.97007,30.10071,57.14286,29.78639,1.00000,-1.00000,7.17690,3.44408,0.05096,-0.10572,63.31064,false
1.85000,120.07838,29.92498,119.99595,30.05873,57.45174,30.08639,1.00000,1.00000,7.20679,3.44319,-0.12713,-0.12394,62.84961,false
1.86000,119.94269,30.18563,119.98323,30.08905,57.76062,29.94900,1.00000,-0.43966,7.25609,3.34985,-0.15616,0.08368,62.50375,false
